Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
Control_siRNA_M1_1_gz	(0.0, 0.0011084238460192504)	(1.0, 0.0013432804681018046)	(2.0, 0.0015234614744614361)	(3.0, 0.0016800325558498056)	(4.0, 0.0019198596884526255)	(5.0, 0.002035424058048803)	(6.0, 0.0021149522263730542)	(7.0, 0.0018937645082212305)	(8.0, 0.0017110982466014661)	(9.0, 0.001774472255734854)	(10.0, 0.001929800709493157)	(11.0, 0.002076430769840995)	(12.0, 0.0022677954248712245)	(13.0, 0.002471586356202118)	(14.0, 0.0028307057412913146)	(15.0, 0.003786286388812395)	(16.0, 0.005904966498075649)	(17.0, 0.008767980557748689)	(18.0, 0.012607699934653941)	(19.0, 0.019270669287070108)	(20.0, 0.030774915886225062)	(21.0, 0.046917891428417985)	(22.0, 0.07131191443425196)	(23.0, 0.10383645002361055)	(24.0, 0.14223612904792318)	(25.0, 0.19235751450665242)	(26.0, 0.25752712056548605)	(27.0, 0.3390484636083637)	(28.0, 0.43456055113815933)	(29.0, 0.5371754982014145)	(30.0, 0.645500319224825)	(31.0, 0.7657083882745607)	(32.0, 0.8934741185703603)	(33.0, 1.013849942350155)	(34.0, 1.1401941066371588)	(35.0, 1.3027148891182863)	(36.0, 1.4887213338076692)	(37.0, 1.6758560843851522)	(38.0, 1.8409714733578588)	(39.0, 2.0157346232504003)	(40.0, 2.18615106169297)	(41.0, 2.31654494942636)	(42.0, 2.444648674437538)	(43.0, 2.577102838781578)	(44.0, 2.6688895286764347)	(45.0, 2.7342132205613967)	(46.0, 2.79582891159824)	(47.0, 2.8320105003028844)	(48.0, 2.879982139961599)	(49.0, 2.932693161401386)	(50.0, 2.987027054526041)	(51.0, 3.006787319099357)	(52.0, 3.0084449843578653)	(53.0, 3.021193101214717)	(54.0, 2.973206550024442)	(55.0, 2.940792608294159)	(56.0, 2.9224327850599274)	(57.0, 2.835212751705565)	(58.0, 2.7967484560444893)	(59.0, 2.8246056822553185)	(60.0, 2.7610539773708314)	(61.0, 2.6434231180258534)	(62.0, 2.513983568312354)	(63.0, 2.370154390642686)	(64.0, 2.224216473884795)	(65.0, 2.0635534197106167)	(66.0, 1.8799116954012502)	(67.0, 1.6885607092749517)	(68.0, 1.514288397296286)	(69.0, 1.3236904435138075)	(70.0, 1.1361617799775932)	(71.0, 0.9696484349210622)	(72.0, 0.8476211590209093)	(73.0, 0.746819205669921)	(74.0, 0.6715457943510172)	(75.0, 0.6035355415298518)	(76.0, 0.5182999845007056)	(77.0, 0.45833698821185026)	(78.0, 0.4159745696752558)	(79.0, 0.36790476243376624)	(80.0, 0.30493833516304036)	(81.0, 0.25057586160289447)	(82.0, 0.21286459828563864)	(83.0, 0.179123530246445)	(84.0, 0.14907306626854866)	(85.0, 0.1213624701180674)	(86.0, 0.10013341968601261)	(87.0, 0.07564744223555371)	(88.0, 0.051185074710066086)	(89.0, 0.03939129587310565)	(90.0, 0.030395914459054804)	(91.0, 0.022142381740153615)	(92.0, 0.0145300448783667)	(93.0, 0.008343001908265972)	(94.0, 0.006159705162239265)	(95.0, 0.005440223764430805)	(96.0, 0.004055936584536809)	(97.0, 0.001962109027874884)	(98.0, 0.001092269686828387)	(99.0, 0.0006225564426632786)	(100.0, 0.0002696501957244141)
Control_siRNA_M1_2_gz	(0.0, 0.0020205751966193017)	(1.0, 0.0019820525452692414)	(2.0, 0.0019174339042949463)	(3.0, 0.0022094604548518566)	(4.0, 0.002645636281428348)	(5.0, 0.0029302068349497624)	(6.0, 0.0029488468275385015)	(7.0, 0.0027525055722704512)	(8.0, 0.002710254922402643)	(9.0, 0.002786057558930181)	(10.0, 0.002912809508533606)	(11.0, 0.0031364894195984733)	(12.0, 0.0034546119597796184)	(13.0, 0.003837353140935058)	(14.0, 0.004422648908221461)	(15.0, 0.005160792614735523)	(16.0, 0.007419959716490684)	(17.0, 0.010780129047154025)	(18.0, 0.014746719470037672)	(19.0, 0.021229708892401077)	(20.0, 0.0334811546878929)	(21.0, 0.0504820705949954)	(22.0, 0.07493649820524831)	(23.0, 0.10764844253231258)	(24.0, 0.14803012247655664)	(25.0, 0.19862030502856673)	(26.0, 0.2625132289580735)	(27.0, 0.3450399321454563)	(28.0, 0.44201138692293923)	(29.0, 0.5453154685159031)	(30.0, 0.6528135484413331)	(31.0, 0.7725469195020115)	(32.0, 0.9015456095454656)	(33.0, 1.0218282390544255)	(34.0, 1.146437832176318)	(35.0, 1.3102175057241865)	(36.0, 1.4987150521108952)	(37.0, 1.6860979269407976)	(38.0, 1.8479079746051226)	(39.0, 2.0187869999969554)	(40.0, 2.1921339604075376)	(41.0, 2.322515737901076)	(42.0, 2.4492353781840137)	(43.0, 2.583770146026323)	(44.0, 2.6740809101187635)	(45.0, 2.7374295462646794)	(46.0, 2.7935284679597476)	(47.0, 2.8290277125119148)	(48.0, 2.881490592986007)	(49.0, 2.931133863914509)	(50.0, 2.984134818841329)	(51.0, 3.0009393934931636)	(52.0, 3.000549196314973)	(53.0, 3.014303025513117)	(54.0, 2.9654302076116164)	(55.0, 2.9327704552638005)	(56.0, 2.9079469558002904)	(57.0, 2.82328038146372)	(58.0, 2.7886261499089096)	(59.0, 2.813358934741821)	(60.0, 2.7503806131153348)	(61.0, 2.635988221264417)	(62.0, 2.5089989224220286)	(63.0, 2.36334974833214)	(64.0, 2.218113139411549)	(65.0, 2.0525415412428165)	(66.0, 1.8680876305816914)	(67.0, 1.6849521887296763)	(68.0, 1.5115592496707089)	(69.0, 1.314975674499005)	(70.0, 1.127345509100759)	(71.0, 0.9672230020988011)	(72.0, 0.8457921490463748)	(73.0, 0.7432075711673364)	(74.0, 0.6690179153318102)	(75.0, 0.6023849124917589)	(76.0, 0.517315714315272)	(77.0, 0.45957025994153133)	(78.0, 0.4173693167206264)	(79.0, 0.36800813101330043)	(80.0, 0.3048272548006835)	(81.0, 0.2491756929277445)	(82.0, 0.21134769196815764)	(83.0, 0.1769283243199649)	(84.0, 0.1467762723084208)	(85.0, 0.11988124833521566)	(86.0, 0.09952389109596756)	(87.0, 0.07554788996215896)	(88.0, 0.05133329692321448)	(89.0, 0.041976020643667525)	(90.0, 0.032498205745380065)	(91.0, 0.022129399201350878)	(92.0, 0.014197461021756166)	(93.0, 0.007726898261118585)	(94.0, 0.005928760309391568)	(95.0, 0.005644189755870154)	(96.0, 0.0044127075788408)	(97.0, 0.002571076311073392)	(98.0, 0.00205785518179678)	(99.0, 0.001987023209959572)	(100.0, 0.004681123472118641)
Control_siRNA_M2_1_gz	(0.0, 0.0011537212136041519)	(1.0, 0.001327434919061595)	(2.0, 0.0015044262416031413)	(3.0, 0.0016399010810793863)	(4.0, 0.0019032029868356368)	(5.0, 0.0020474181385361557)	(6.0, 0.001979680718798033)	(7.0, 0.001871519355022644)	(8.0, 0.001839835723209651)	(9.0, 0.0018824447453029865)	(10.0, 0.0020550659117323953)	(11.0, 0.002201466141488983)	(12.0, 0.002259370709974797)	(13.0, 0.0025172099205908764)	(14.0, 0.0030099450222343164)	(15.0, 0.003977934601072648)	(16.0, 0.005953245163758544)	(17.0, 0.008775273473170973)	(18.0, 0.013216444622130135)	(19.0, 0.021035746445771154)	(20.0, 0.03496343397515157)	(21.0, 0.054439034688889845)	(22.0, 0.08190655839269853)	(23.0, 0.11750038738702587)	(24.0, 0.16037271138611728)	(25.0, 0.21635987387773165)	(26.0, 0.2884379511742342)	(27.0, 0.3766342567513258)	(28.0, 0.48678731917482143)	(29.0, 0.6037414370478302)	(30.0, 0.718527957489219)	(31.0, 0.8425508028736093)	(32.0, 0.9821707354222162)	(33.0, 1.1189478814198783)	(34.0, 1.2482422276145335)	(35.0, 1.4076218210241678)	(36.0, 1.5863677612447367)	(37.0, 1.770103327206338)	(38.0, 1.9564303957424367)	(39.0, 2.1299911457359553)	(40.0, 2.2775942609624082)	(41.0, 2.4070055088330635)	(42.0, 2.519899751677897)	(43.0, 2.6332823594682617)	(44.0, 2.733095632530441)	(45.0, 2.784971570659563)	(46.0, 2.832470797442379)	(47.0, 2.862905657146329)	(48.0, 2.871647061909631)	(49.0, 2.913366757234146)	(50.0, 2.9762554887658528)	(51.0, 2.9996980986903834)	(52.0, 3.0050930564108165)	(53.0, 3.0117968758868345)	(54.0, 2.961974911130417)	(55.0, 2.911741059160431)	(56.0, 2.872474113953853)	(57.0, 2.7696170271595695)	(58.0, 2.724978067552147)	(59.0, 2.7675084268354637)	(60.0, 2.675836754610195)	(61.0, 2.5318969227447408)	(62.0, 2.401697954234873)	(63.0, 2.249635094695984)	(64.0, 2.109686307899939)	(65.0, 1.9468521060836605)	(66.0, 1.7756053537515186)	(67.0, 1.580380647371109)	(68.0, 1.3906393943724036)	(69.0, 1.2193445703230281)	(70.0, 1.0508958104416817)	(71.0, 0.9050844592212047)	(72.0, 0.814202692713205)	(73.0, 0.7262762442760378)	(74.0, 0.6552710403050649)	(75.0, 0.5989113220048908)	(76.0, 0.5127482315589709)	(77.0, 0.4461820136589011)	(78.0, 0.4017320633033282)	(79.0, 0.35076730272358725)	(80.0, 0.2892322270476151)	(81.0, 0.24018924261818628)	(82.0, 0.20678158421895548)	(83.0, 0.17640244400543556)	(84.0, 0.14668428990387636)	(85.0, 0.11791227460059477)	(86.0, 0.09629966754802154)	(87.0, 0.07519181352640013)	(88.0, 0.053891672635844684)	(89.0, 0.04491537198151542)	(90.0, 0.03629742412838138)	(91.0, 0.024310085912789756)	(92.0, 0.014660781217191395)	(93.0, 0.008879064680834225)	(94.0, 0.007082930518745943)	(95.0, 0.00645799819471036)	(96.0, 0.004826837425855248)	(97.0, 0.0022244094610777017)	(98.0, 0.0013405453873980059)	(99.0, 0.0008117564978294364)	(100.0, 0.0003365020206345443)
Control_siRNA_M2_2_gz	(0.0, 0.002307506436435212)	(1.0, 0.0020933628466902774)	(2.0, 0.0018759415489390432)	(3.0, 0.0021949717948855784)	(4.0, 0.0027336084772542142)	(5.0, 0.003053731292536183)	(6.0, 0.003053731292536183)	(7.0, 0.002920437833613315)	(8.0, 0.002933548665638515)	(9.0, 0.003025324489814916)	(10.0, 0.00317391391943385)	(11.0, 0.0033574655677866506)	(12.0, 0.0036786809524040525)	(13.0, 0.004031580847749021)	(14.0, 0.0046772893249901245)	(15.0, 0.005789524908461264)	(16.0, 0.007824981580373574)	(17.0, 0.01098141439044049)	(18.0, 0.015358247148186446)	(19.0, 0.023221468655300188)	(20.0, 0.0379296370489038)	(21.0, 0.0579859323394536)	(22.0, 0.08529470287860991)	(23.0, 0.12158767106303456)	(24.0, 0.1674493614871844)	(25.0, 0.22388056766231637)	(26.0, 0.29553126468003477)	(27.0, 0.3860320604419845)	(28.0, 0.4948377628497844)	(29.0, 0.6126036263774731)	(30.0, 0.7300340711191838)	(31.0, 0.8538483984878316)	(32.0, 0.995245444171608)	(33.0, 1.1350855785523921)	(34.0, 1.263935557988052)	(35.0, 1.4200746417148304)	(36.0, 1.6006064284244936)	(37.0, 1.7876575763586877)	(38.0, 1.9675753391018371)	(39.0, 2.1401707021589127)	(40.0, 2.290976954959441)	(41.0, 2.416190863646779)	(42.0, 2.5235707630718385)	(43.0, 2.636354510429951)	(44.0, 2.7371888269664293)	(45.0, 2.790387120478014)	(46.0, 2.839788735548968)	(47.0, 2.8631096280137927)	(48.0, 2.868211926810266)	(49.0, 2.914530311216627)	(50.0, 2.98103609923379)	(51.0, 2.9997561822271046)	(52.0, 2.9975841543882633)	(53.0, 3.0022363146185382)	(54.0, 2.9504714720750425)	(55.0, 2.8957730808659075)	(56.0, 2.854575568934723)	(57.0, 2.750296381283623)	(58.0, 2.705540371026932)	(59.0, 2.7486509718644605)	(60.0, 2.6566402452809417)	(61.0, 2.514079613254929)	(62.0, 2.387332829789978)	(63.0, 2.2376737747916544)	(64.0, 2.0974403154501147)	(65.0, 1.9358646067102199)	(66.0, 1.76468193580386)	(67.0, 1.5696998270637554)	(68.0, 1.3812851525989407)	(69.0, 1.2099943173283727)	(70.0, 1.0424302360609676)	(71.0, 0.9001077841500792)	(72.0, 0.8106678732128352)	(73.0, 0.7249896784974882)	(74.0, 0.653614308952299)	(75.0, 0.5942145918927946)	(76.0, 0.5113213564134672)	(77.0, 0.4470225584538798)	(78.0, 0.4011193503949835)	(79.0, 0.3499488655699631)	(80.0, 0.2900640477255263)	(81.0, 0.2412699012050734)	(82.0, 0.20610883485215767)	(83.0, 0.1727614335960613)	(84.0, 0.14171935363772925)	(85.0, 0.1147427241765447)	(86.0, 0.09538895096867853)	(87.0, 0.07469568775557109)	(88.0, 0.05447113678736455)	(89.0, 0.048834571585863955)	(90.0, 0.0387326755104473)	(91.0, 0.02371968027225779)	(92.0, 0.01432576912620194)	(93.0, 0.008443375824228844)	(94.0, 0.006876631397217436)	(95.0, 0.0071191817896836375)	(96.0, 0.00580482087915733)	(97.0, 0.003416464311900051)	(98.0, 0.002777311250671548)	(99.0, 0.0022408597069737786)	(100.0, 0.0044740714285995235)
Control_siRNA_M3_1_gz	(0.0, 0.0012911772600689498)	(1.0, 0.0015360557059440956)	(2.0, 0.0015478412995958406)	(3.0, 0.0014679611648451246)	(4.0, 0.001758672474921501)	(5.0, 0.002014027004042642)	(6.0, 0.0019459324629436709)	(7.0, 0.001718077652343268)	(8.0, 0.0016827208713880333)	(9.0, 0.0017115301003145207)	(10.0, 0.0018149814223687268)	(11.0, 0.0019812892438989056)	(12.0, 0.0021227163677198456)	(13.0, 0.002433070333882463)	(14.0, 0.0029031845695465133)	(15.0, 0.0036234152927087063)	(16.0, 0.005396492382093452)	(17.0, 0.008370390513550435)	(18.0, 0.013719740521036904)	(19.0, 0.022006322368619376)	(20.0, 0.035208806279385246)	(21.0, 0.05383659180117106)	(22.0, 0.07825372282677516)	(23.0, 0.11309324717173908)	(24.0, 0.1589889678724455)	(25.0, 0.21625254840546287)	(26.0, 0.288098836816906)	(27.0, 0.37900112065281505)	(28.0, 0.4846275394909708)	(29.0, 0.5977404293187961)	(30.0, 0.7194620405540183)	(31.0, 0.854387445210412)	(32.0, 1.0073552842372218)	(33.0, 1.157825886920267)	(34.0, 1.3006227586256207)	(35.0, 1.4818838794790525)	(36.0, 1.684834421182913)	(37.0, 1.8879250805001877)	(38.0, 2.0883679097770376)	(39.0, 2.2895702550892225)	(40.0, 2.46497000736652)	(41.0, 2.596782705788447)	(42.0, 2.7117564099028426)	(43.0, 2.8441492214345168)	(44.0, 2.9375251704268863)	(45.0, 3.0009224977004343)	(46.0, 3.0546464716067105)	(47.0, 3.050294968528405)	(48.0, 3.042368502042404)	(49.0, 3.049366525650729)	(50.0, 3.081678694912597)	(51.0, 3.0977136498309985)	(52.0, 3.086915427025189)	(53.0, 3.058649644917087)	(54.0, 2.965175482644286)	(55.0, 2.8823960918552407)	(56.0, 2.8044422469113823)	(57.0, 2.6644726081720416)	(58.0, 2.5860041256387234)	(59.0, 2.563993874738887)	(60.0, 2.46646415873948)	(61.0, 2.3329490967900783)	(62.0, 2.200447595894727)	(63.0, 2.066990152403178)	(64.0, 1.9392225316246108)	(65.0, 1.7834392452254397)	(66.0, 1.602887879011924)	(67.0, 1.4441778368559033)	(68.0, 1.306181630298027)	(69.0, 1.1380051374188433)	(70.0, 0.9706392314808188)	(71.0, 0.8399906878096027)	(72.0, 0.7545490623656688)	(73.0, 0.6693850531277538)	(74.0, 0.5882215981794033)	(75.0, 0.5257631898667781)	(76.0, 0.45910780070372564)	(77.0, 0.41197328315918025)	(78.0, 0.3685433705525)	(79.0, 0.3236612109058436)	(80.0, 0.27012187796677767)	(81.0, 0.2145855416589438)	(82.0, 0.17691878434796687)	(83.0, 0.14643992965414862)	(84.0, 0.12140340020662503)	(85.0, 0.09786756968409031)	(86.0, 0.07773515670609837)	(87.0, 0.058080715026205)	(88.0, 0.03984971115736127)	(89.0, 0.030740756774968153)	(90.0, 0.023445474304538014)	(91.0, 0.015626387671808094)	(92.0, 0.009630139523881396)	(93.0, 0.0065318379038782175)	(94.0, 0.005176494633927544)	(95.0, 0.004338407974247902)	(96.0, 0.0031559200778561555)	(97.0, 0.0013933190717174064)	(98.0, 0.0009114192424016118)	(99.0, 0.0005879701721814995)	(100.0, 0.00025273550830964234)
Control_siRNA_M3_2_gz	(0.0, 0.001985290360370273)	(1.0, 0.0019486227283845422)	(2.0, 0.0017600463353150703)	(3.0, 0.0019329080289620863)	(4.0, 0.002454112226473543)	(5.0, 0.002799835613767575)	(6.0, 0.002862694411457399)	(7.0, 0.00273959593264816)	(8.0, 0.0026007827544164658)	(9.0, 0.0026112592206981033)	(10.0, 0.002841741478894124)	(11.0, 0.0031075818107906715)	(12.0, 0.003296158203860143)	(13.0, 0.00358164191003476)	(14.0, 0.004108084340687036)	(15.0, 0.004933106060365975)	(16.0, 0.007011375058985779)	(17.0, 0.010206697274885162)	(18.0, 0.015632197250488093)	(19.0, 0.024292306190546547)	(20.0, 0.037412770650012084)	(21.0, 0.05608838135531582)	(22.0, 0.08118475633297803)	(23.0, 0.11683879020596025)	(24.0, 0.1643705177257488)	(25.0, 0.22223989834894298)	(26.0, 0.2931289074436419)	(27.0, 0.38315318220175143)	(28.0, 0.4885411947618821)	(29.0, 0.6020785885308414)	(30.0, 0.7263582889133345)	(31.0, 0.8619237625977214)	(32.0, 1.0157510265692875)	(33.0, 1.1662651080792859)	(34.0, 1.3074773970894753)	(35.0, 1.4862687706518978)	(36.0, 1.6954484442224946)	(37.0, 1.9040623886138832)	(38.0, 2.0951086086092507)	(39.0, 2.2891681222188747)	(40.0, 2.4671370931781884)	(41.0, 2.6062828992143254)	(42.0, 2.7212241394650243)	(43.0, 2.849272748592336)	(44.0, 2.943625113483047)	(45.0, 3.011168201159048)	(46.0, 3.0605660492352533)	(47.0, 3.0517566506506815)	(48.0, 3.0444741970266582)	(49.0, 3.046860212222301)	(50.0, 3.079849294984892)	(51.0, 3.0968892673919752)	(52.0, 3.0792128496582825)	(53.0, 3.0445069359837884)	(54.0, 2.949709321276108)	(55.0, 2.8708765316233573)	(56.0, 2.794806909952389)	(57.0, 2.655298356271251)	(58.0, 2.579554814613298)	(59.0, 2.5552166738827693)	(60.0, 2.453012197513971)	(61.0, 2.3211043201201607)	(62.0, 2.1906500524229275)	(63.0, 2.058862654391356)	(64.0, 1.9304408211527606)	(65.0, 1.775246378331441)	(66.0, 1.5994185351684367)	(67.0, 1.4406948327684903)	(68.0, 1.2974920151647897)	(69.0, 1.1285930448888033)	(70.0, 0.9658948330932609)	(71.0, 0.8387969632810072)	(72.0, 0.7560669281714876)	(73.0, 0.6686486744009353)	(74.0, 0.583968707004746)	(75.0, 0.5230074592701837)	(76.0, 0.4575374023596616)	(77.0, 0.4104103283500014)	(78.0, 0.3675642003746751)	(79.0, 0.32407638883959855)	(80.0, 0.27125142673101277)	(81.0, 0.2144755272759645)	(82.0, 0.17579903288072993)	(83.0, 0.14484893236820284)	(84.0, 0.11961505377059414)	(85.0, 0.096163483999149)	(86.0, 0.07603557315555329)	(87.0, 0.05613421589529798)	(88.0, 0.03889780974543418)	(89.0, 0.03163892817054472)	(90.0, 0.023978012202097426)	(91.0, 0.015042896022145993)	(92.0, 0.009263815309537803)	(93.0, 0.006249212136996663)	(94.0, 0.005306330171649305)	(95.0, 0.0049213200357991335)	(96.0, 0.0037990285853787345)	(97.0, 0.002279940974541323)	(98.0, 0.0020232675506412084)	(99.0, 0.0019080264215431977)	(100.0, 0.005018227348904278)
Control_siRNA_P1_1_gz	(0.0, 0.0011121584601632892)	(1.0, 0.0014125065374676609)	(2.0, 0.001608385718318338)	(3.0, 0.001655179078188222)	(4.0, 0.0017748830220414135)	(5.0, 0.0018989398365801759)	(6.0, 0.0019011162719229611)	(7.0, 0.0017542068862849533)	(8.0, 0.0017716183690272358)	(9.0, 0.001864116871095611)	(10.0, 0.0019402921080930967)	(11.0, 0.0020023205153624777)	(12.0, 0.0021807882134708724)	(13.0, 0.0024071374891205437)	(14.0, 0.0027891018917793643)	(15.0, 0.003647705634508166)	(16.0, 0.0053583838139374135)	(17.0, 0.007913518906367357)	(18.0, 0.011836543611737865)	(19.0, 0.018574787433001158)	(20.0, 0.03138093298994987)	(21.0, 0.04985342796184013)	(22.0, 0.076317793512438)	(23.0, 0.10934737627454774)	(24.0, 0.1482707459449201)	(25.0, 0.20328341388683277)	(26.0, 0.27428526407451764)	(27.0, 0.35867001518498937)	(28.0, 0.4593910899784076)	(29.0, 0.5670811107394244)	(30.0, 0.6866446745130063)	(31.0, 0.8164625134041212)	(32.0, 0.949093394975786)	(33.0, 1.0800930382580334)	(34.0, 1.216015778285661)	(35.0, 1.3874905896376866)	(36.0, 1.5731731709074146)	(37.0, 1.7643273106289048)	(38.0, 1.9601455512899841)	(39.0, 2.1562510814163107)	(40.0, 2.3311624841745946)	(41.0, 2.4780283411057464)	(42.0, 2.595395881618458)	(43.0, 2.709460681498493)	(44.0, 2.810716071168565)	(45.0, 2.8704113397504805)	(46.0, 2.9128866519002785)	(47.0, 2.926396874290618)	(48.0, 2.940933285945081)	(49.0, 2.951917755120119)	(50.0, 3.0054809171237364)	(51.0, 3.036315564842647)	(52.0, 3.0269634221746986)	(53.0, 3.0390992256460696)	(54.0, 3.002122677389819)	(55.0, 2.9544946545659765)	(56.0, 2.874182013981856)	(57.0, 2.7539774899998237)	(58.0, 2.7150040623165674)	(59.0, 2.7400036868814706)	(60.0, 2.6674021567168382)	(61.0, 2.52567268719466)	(62.0, 2.3718520311256373)	(63.0, 2.2214984365576713)	(64.0, 2.084706210610601)	(65.0, 1.9209000691888796)	(66.0, 1.7412712428251087)	(67.0, 1.5643988718229758)	(68.0, 1.399702568346055)	(69.0, 1.236200039654652)	(70.0, 1.0687168107212945)	(71.0, 0.9058062724431292)	(72.0, 0.7877009203492134)	(73.0, 0.6925449907272972)	(74.0, 0.6166831604191727)	(75.0, 0.5471079635986836)	(76.0, 0.4705801440756668)	(77.0, 0.41903889050549675)	(78.0, 0.37923188808595354)	(79.0, 0.3349544874723293)	(80.0, 0.27881877889353945)	(81.0, 0.227534344693818)	(82.0, 0.1932968403164624)	(83.0, 0.16317497517231383)	(84.0, 0.13395197782473559)	(85.0, 0.10766825640758888)	(86.0, 0.08730117446980402)	(87.0, 0.06641827735577906)	(88.0, 0.046218780939388665)	(89.0, 0.035737068328534655)	(90.0, 0.02755258322199053)	(91.0, 0.019704357375906728)	(92.0, 0.012282712857008852)	(93.0, 0.00733567532285786)	(94.0, 0.005890522255248419)	(95.0, 0.005579292001230121)	(96.0, 0.0040731987440226925)	(97.0, 0.001745501144913812)	(98.0, 0.0009946309516528828)	(99.0, 0.000580020018852283)	(100.0, 0.00023614323469220522)
Control_siRNA_P1_2_fastq_gz	(0.0, 0.0021960898174617324)	(1.0, 0.0019729984336264226)	(2.0, 0.0018119373370038578)	(3.0, 0.0020469994780205744)	(4.0, 0.0024267989558670287)	(5.0, 0.0027978924284906416)	(6.0, 0.0028185691908948897)	(7.0, 0.0025214767626654286)	(8.0, 0.002513859008095442)	(9.0, 0.0027336856399721864)	(10.0, 0.002780480418044959)	(11.0, 0.0029567770238074966)	(12.0, 0.003166809399808544)	(13.0, 0.0034987258489293706)	(14.0, 0.004139705483461066)	(15.0, 0.0051006308099321804)	(16.0, 0.007029010966791542)	(17.0, 0.009881315927924942)	(18.0, 0.01374569399621365)	(19.0, 0.020777969714963755)	(20.0, 0.034049186426532554)	(21.0, 0.052501564496344806)	(22.0, 0.07987868617022231)	(23.0, 0.1135121608473642)	(24.0, 0.15376981724843547)	(25.0, 0.21037408670604427)	(26.0, 0.2799796867133138)	(27.0, 0.36498294520783114)	(28.0, 0.46687258908270207)	(29.0, 0.5756095060653378)	(30.0, 0.6945476846678378)	(31.0, 0.8237197724097879)	(32.0, 0.9583429076718896)	(33.0, 1.087782705074442)	(34.0, 1.223877155219204)	(35.0, 1.3936888753413774)	(36.0, 1.5805643657003199)	(37.0, 1.7743731009686028)	(38.0, 1.9644284597351884)	(39.0, 2.1578584837762778)	(40.0, 2.336221677528587)	(41.0, 2.4847265381185095)	(42.0, 2.604242577817675)	(43.0, 2.717588236315153)	(44.0, 2.815305527186977)	(45.0, 2.875560877584915)	(46.0, 2.919578439991601)	(47.0, 2.9281244723684723)	(48.0, 2.937834932943899)	(49.0, 2.9501245475665927)	(50.0, 3.000358197702387)	(51.0, 3.0300380577577064)	(52.0, 3.019269817547704)	(53.0, 3.029220781517412)	(54.0, 2.989894667675185)	(55.0, 2.938347499001394)	(56.0, 2.8579540702723714)	(57.0, 2.743020654072378)	(58.0, 2.7073913276979003)	(59.0, 2.7282291511987706)	(60.0, 2.653396683305838)	(61.0, 2.5125759605757256)	(62.0, 2.361019645155198)	(63.0, 2.214266868116373)	(64.0, 2.0801388869013198)	(65.0, 1.9142111333591867)	(66.0, 1.7347041881707264)	(67.0, 1.5597624544709934)	(68.0, 1.3942917662030592)	(69.0, 1.2300954194496183)	(70.0, 1.0642057546803347)	(71.0, 0.903487457013419)	(72.0, 0.7878727959047387)	(73.0, 0.6945259196547808)	(74.0, 0.6166898799599676)	(75.0, 0.5461483843912427)	(76.0, 0.4702298423467603)	(77.0, 0.4195706862056993)	(78.0, 0.3795078266714891)	(79.0, 0.3346066047346848)	(80.0, 0.2792625295330823)	(81.0, 0.22776542038932274)	(82.0, 0.1930806955815228)	(83.0, 0.16286106320238758)	(84.0, 0.13328023395647837)	(85.0, 0.1069652449197875)	(86.0, 0.08558656084444768)	(87.0, 0.06410013995447521)	(88.0, 0.04544099426062047)	(89.0, 0.036836196348494644)	(90.0, 0.02789077598202515)	(91.0, 0.018862648565938656)	(92.0, 0.01156483968789189)	(93.0, 0.007003981201775872)	(94.0, 0.006027820366164786)	(95.0, 0.006028908616817641)	(96.0, 0.00455324073154603)	(97.0, 0.0024442109663127113)	(98.0, 0.0019729984336264226)	(99.0, 0.0018478496085480782)	(100.0, 0.004652271540955851)
