##FastQC	0.12.1
>>Basic Statistics	pass
#Measure	Value
Filename	Control_siRNA_P2_2_fastq_gz.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	39989452
Total Bases	5.9 Gbp
Sequences flagged as poor quality	0
Sequence length	150
%GC	50
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	36.60355373211916	37.0	37.0	37.0	37.0	37.0
2	36.5183481384041	37.0	37.0	37.0	37.0	37.0
3	36.58705050521823	37.0	37.0	37.0	37.0	37.0
4	36.58199202129602	37.0	37.0	37.0	37.0	37.0
5	36.60438102527637	37.0	37.0	37.0	37.0	37.0
6	36.56728864401543	37.0	37.0	37.0	37.0	37.0
7	36.57053600034329	37.0	37.0	37.0	37.0	37.0
8	36.62444996745642	37.0	37.0	37.0	37.0	37.0
9	36.61189365635718	37.0	37.0	37.0	37.0	37.0
10-14	36.616629205121384	37.0	37.0	37.0	37.0	37.0
15-19	36.59044671079764	37.0	37.0	37.0	37.0	37.0
20-24	36.57004832174245	37.0	37.0	37.0	37.0	37.0
25-29	36.536214369729294	37.0	37.0	37.0	37.0	37.0
30-34	36.50813634055301	37.0	37.0	37.0	37.0	37.0
35-39	36.47800076880274	37.0	37.0	37.0	37.0	37.0
40-44	36.45478888782972	37.0	37.0	37.0	37.0	37.0
45-49	36.43215835015693	37.0	37.0	37.0	37.0	37.0
50-54	36.414184190371	37.0	37.0	37.0	37.0	37.0
55-59	36.39165755009596	37.0	37.0	37.0	37.0	37.0
60-64	36.350539572285214	37.0	37.0	37.0	37.0	37.0
65-69	36.32550740130172	37.0	37.0	37.0	37.0	37.0
70-74	36.29063248478624	37.0	37.0	37.0	37.0	37.0
75-79	36.273238212916745	37.0	37.0	37.0	37.0	37.0
80-84	36.25372850820761	37.0	37.0	37.0	37.0	37.0
85-89	36.24381034278739	37.0	37.0	37.0	37.0	37.0
90-94	36.193847782660285	37.0	37.0	37.0	37.0	37.0
95-99	36.15776148670405	37.0	37.0	37.0	37.0	37.0
100-104	36.13077268975829	37.0	37.0	37.0	37.0	37.0
105-109	36.082367715366544	37.0	37.0	37.0	37.0	37.0
110-114	36.07996263614715	37.0	37.0	37.0	37.0	37.0
115-119	36.02039743380329	37.0	37.0	37.0	37.0	37.0
120-124	36.00744579345574	37.0	37.0	37.0	37.0	37.0
125-129	35.96260236324319	37.0	37.0	37.0	37.0	37.0
130-134	35.922536562891636	37.0	37.0	37.0	37.0	37.0
135-139	35.86011911341021	37.0	37.0	37.0	37.0	37.0
140-144	35.767589008221464	37.0	37.0	37.0	37.0	37.0
145-149	35.71270823616187	37.0	37.0	37.0	37.0	37.0
150	35.63902476082943	37.0	37.0	37.0	37.0	37.0
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
1101	1	-0.0695536228916609
1101	2	-0.05888532644063105
1101	3	-0.07067552503245622
1101	4	-0.09271570199283019
1101	5	-0.07643943015597898
1101	6	-0.02641915740655776
1101	7	-0.12071071575519454
1101	8	-0.059535789470359646
1101	9	-0.09663241674417833
1101	10-14	-0.0626303613368151
1101	15-19	-0.07492518403746118
1101	20-24	-0.10006642642344588
1101	25-29	-0.08120369945412875
1101	30-34	-0.05183922679167807
1101	35-39	-0.0722455444368606
1101	40-44	-0.05782947291327645
1101	45-49	-0.06821408585664557
1101	50-54	-0.0981066377961497
1101	55-59	-0.10830517558748198
1101	60-64	-0.08631308670728544
1101	65-69	-0.07709109481188392
1101	70-74	-0.10725560513363774
1101	75-79	-0.08016710494973722
1101	80-84	-0.09625223341272005
1101	85-89	-0.12537241037163227
1101	90-94	-0.1006112537137156
1101	95-99	-0.07249119002268856
1101	100-104	-0.09706186389217208
1101	105-109	-0.11043232478476028
1101	110-114	-0.05885298597711852
1101	115-119	-0.08169759692219003
1101	120-124	-0.09668204509619471
1101	125-129	-0.07293434597257686
1101	130-134	-0.10783781548557414
1101	135-139	-0.14592882584609157
1101	140-144	-0.0946244342707061
1101	145-149	-0.07398055305831974
1101	150	-0.027491151100292655
1102	1	-0.05973986517961549
1102	2	-0.08755971956754394
1102	3	-0.09319758004023981
1102	4	-0.10322426452526656
1102	5	-0.04715383942773599
1102	6	-0.08825390341359451
1102	7	-0.17253277652899612
1102	8	-0.06504521690505527
1102	9	-0.013169348070938725
1102	10-14	-0.07911136231704319
1102	15-19	-0.12240428223270072
1102	20-24	-0.14262019451432195
1102	25-29	-0.14367731993501565
1102	30-34	-0.06872211902485503
1102	35-39	-0.09896641164552733
1102	40-44	-0.07284677095859848
1102	45-49	-0.10194786893914909
1102	50-54	-0.08911626704136921
1102	55-59	-0.11482942168100863
1102	60-64	-0.12432323489387187
1102	65-69	-0.10756852086274193
1102	70-74	-0.10760387244609859
1102	75-79	-0.08817206372273034
1102	80-84	-0.1520390061740713
1102	85-89	-0.1626744919030827
1102	90-94	-0.12538147801169686
1102	95-99	-0.0993348733531434
1102	100-104	-0.1521999599539896
1102	105-109	-0.15874374726069362
1102	110-114	-0.11144307996316627
1102	115-119	-0.14913690961319048
1102	120-124	-0.1834104081245016
1102	125-129	-0.12228278626547961
1102	130-134	-0.14490176059310755
1102	135-139	-0.19725789232824553
1102	140-144	-0.09756856158431759
1102	145-149	-0.12865938601685656
1102	150	-0.11045257645923101
1103	1	-0.060119021916200666
1103	2	-0.2079093006301349
1103	3	-0.09821624635732462
1103	4	-0.10662846673108817
1103	5	-0.08442370329947835
1103	6	-0.07385143982428843
1103	7	-0.14243206520874452
1103	8	-0.08136814980372975
1103	9	-0.12580255841070453
1103	10-14	-0.09114440411855895
1103	15-19	-0.10119083099260706
1103	20-24	-0.12483034391608072
