column	count	min	max	sum	mean	Q1	med	Q3	IQR	lW	rW	A_Count	C_Count	G_Count	T_Count	N_Count	Max_count
18	45764716	11	37	1674446016	36.59	37	37	37	0	37	37	11082237	11630801	11720345	11331333	0	45764716
19	45764716	11	37	1674438662	36.59	37	37	37	0	37	37	11021689	11563046	11954952	11225029	0	45764716
20	45764716	11	37	1674218444	36.58	37	37	37	0	37	37	11178915	11482707	11985205	11117889	0	45764716
21	45764716	11	37	1673932304	36.58	37	37	37	0	37	37	11187113	11462621	11826297	11288685	0	45764716
22	45764716	11	37	1673339650	36.56	37	37	37	0	37	37	11258886	11482553	11988413	11034864	0	45764716
23	45764716	11	37	1673214390	36.56	37	37	37	0	37	37	11356039	11440468	11937287	11030922	0	45764716
24	45764716	11	37	1672564720	36.55	37	37	37	0	37	37	11374174	11458863	11793052	11138627	0	45764716
25	45764716	11	37	1672435332	36.54	37	37	37	0	37	37	11312064	11533928	11904489	11014235	0	45764716
26	45764716	11	37	1672160768	36.54	37	37	37	0	37	37	11317036	11441361	11960743	11045576	0	45764716
27	45764716	11	37	1671727442	36.53	37	37	37	0	37	37	11275720	11518175	11834493	11136328	0	45764716
28	45764716	11	37	1671676774	36.53	37	37	37	0	37	37	11168933	11596922	11910656	11088205	0	45764716
29	45764716	11	37	1671515672	36.52	37	37	37	0	37	37	11204284	11564884	11949970	11045578	0	45764716
30	45764716	11	37	1671277362	36.52	37	37	37	0	37	37	11244473	11542652	11801962	11175629	0	45764716
31	45764716	11	37	1671198858	36.52	37	37	37	0	37	37	11181980	11618468	11809207	11155061	0	45764716
32	45764716	11	37	1670907612	36.51	37	37	37	0	37	37	11269014	11573696	11830441	11091565	0	45764716
33	45764716	2	37	1670218357	36.50	37	37	37	0	37	37	11252779	11582023	11744342	11185569	3	45764716
34	45764716	2	37	1669920021	36.49	37	37	37	0	37	37	11212972	11577418	11962552	11011735	39	45764716
35	45764716	2	37	1669529710	36.48	37	37	37	0	37	37	11319288	11526302	11881310	11037784	32	45764716
36	45764716	11	37	1669730220	36.49	37	37	37	0	37	37	11220934	11664898	11799031	11079853	0	45764716
37	45764716	11	37	1668982302	36.47	37	37	37	0	37	37	11172657	11649684	11857484	11084891	0	45764716
38	45764716	11	37	1669404744	36.48	37	37	37	0	37	37	11159220	11613821	11885740	11105935	0	45764716
39	45764716	2	37	1668643999	36.46	37	37	37	0	37	37	11225725	11663837	11741699	11133452	3	45764716
40	45764716	2	37	1667813892	36.44	37	37	37	0	37	37	11121893	11696901	11864959	11080865	98	45764716
41	45764716	2	37	1668497555	36.46	37	37	37	0	37	37	11192860	11571374	11957348	11043127	7	45764716
42	45764716	2	37	1668796787	36.46	37	37	37	0	37	37	11161766	11650990	11766018	11185925	17	45764716
43	45764716	2	37	1668447326	36.46	37	37	37	0	37	37	11095859	11697638	11853092	11118119	8	45764716
44	45764716	2	37	1668273912	36.45	37	37	37	0	37	37	11168880	11617838	11909449	11068525	24	45764716
45	45764716	2	37	1668070505	36.45	37	37	37	0	37	37	11211503	11647915	11785437	11119850	11	45764716
46	45764716	2	37	1668004349	36.45	37	37	37	0	37	37	11128600	11730563	11869164	11036374	15	45764716
47	45764716	2	37	1667085595	36.43	37	37	37	0	37	37	11180506	11614497	11880720	11088980	13	45764716
48	45764716	11	37	1666639094	36.42	37	37	37	0	37	37	11181439	11663195	11786075	11134007	0	45764716
49	45764716	11	37	1666345002	36.41	37	37	37	0	37	37	11107350	11755369	11856256	11045741	0	45764716
50	45764716	11	37	1666646700	36.42	37	37	37	0	37	37	11134120	11671246	11919252	11040098	0	45764716
51	45764716	11	37	1666716810	36.42	37	37	37	0	37	37	11156847	11719294	11772251	11116324	0	45764716
52	45764716	11	37	1666719962	36.42	37	37	37	0	37	37	11142627	11728665	11905848	10987576	0	45764716
53	45764716	11	37	1666507394	36.41	37	37	37	0	37	37	11184126	11684672	11885393	11010525	0	45764716
54	45764716	11	37	1666161192	36.41	37	37	37	0	37	37	11118450	11745784	11806818	11093664	0	45764716
55	45764716	11	37	1666048878	36.40	37	37	37	0	37	37	11024712	11842049	11867942	11030013	0	45764716
56	45764716	11	37	1665817408	36.40	37	37	37	0	37	37	11113936	11745214	11868095	11037471	0	45764716
57	45764716	11	37	1665281718	36.39	37	37	37	0	37	37	11089699	11734953	11772989	11167075	0	45764716
58	45764716	11	37	1665110624	36.38	37	37	37	0	37	37	11089235	11756659	11881565	11037257	0	45764716
59	45764716	11	37	1665189290	36.39	37	37	37	0	37	37	11137307	11688276	11925486	11013647	0	45764716
60	45764716	11	37	1665019290	36.38	37	37	37	0	37	37	11159391	11713399	11778780	11113146	0	45764716
61	45764716	11	37	1664624272	36.37	37	37	37	0	37	37	11069612	11768723	11897517	11028864	0	45764716
62	45764716	2	37	1663670484	36.35	37	37	37	0	37	37	11110931	11747776	11882383	11023598	28	45764716
63	45764716	2	37	1662616093	36.33	37	37	37	0	37	37	11142622	11683375	11764164	11174390	165	45764716
64	45764716	2	37	1663090426	36.34	37	37	37	0	37	37	11075770	11777658	11879059	11032221	8	45764716
65	45764716	2	37	1662621464	36.33	37	37	37	0	37	37	11166000	11649037	11974138	10975519	22	45764716
66	45764716	11	37	1662997686	36.34	37	37	37	0	37	37	11129149	11716755	11801611	11117201	0	45764716
67	45764716	11	37	1662973508	36.34	37	37	37	0	37	37	11099317	11800066	11894394	10970939	0	45764716
68	45764716	2	37	1662467458	36.33	37	37	37	0	37	37	11130736	11725408	11884232	11024338	2	45764716
69	45764716	11	37	1662091336	36.32	37	37	37	0	37	37	11179396	11695135	11772949	11117236	0	45764716
70	45764716	2	37	1661709028	36.31	37	37	37	0	37	37	11093926	11812792	11804552	11053420	26	45764716
71	45764716	2	37	1661768098	36.31	37	37	37	0	37	37	11158704	11683872	11867897	11054193	50	45764716
72	45764716	2	37	1661678593	36.31	37	37	37	0	37	37	11180148	11706160	11786567	11091778	63	45764716
73	45764716	2	37	1661179337	36.30	37	37	37	0	37	37	11077176	11765327	11912647	11009437	129	45764716
74	45764716	2	37	1659554618	36.26	37	37	37	0	37	37	11137533	11714292	11879065	11033370	456	45764716
75	45764716	2	37	1659959272	36.27	37	37	37	0	37	37	11134867	11719815	11828000	11081968	66	45764716
76	45764716	2	37	1660416060	36.28	37	37	37	0	37	37	11047403	11762378	11883560	11071299	76	45764716
77	45764716	2	37	1660699030	36.29	37	37	37	0	37	37	11085380	11725120	11917047	11037115	54	45764716
78	45764716	2	37	1660399363	36.28	37	37	37	0	37	37	11110010	11775423	11757454	11121750	79	45764716
79	45764716	2	37	1660192213	36.28	37	37	37	0	37	37	11032299	11793879	11845477	11093018	43	45764716
80	45764716	2	37	1660020813	36.27	37	37	37	0	37	37	11062826	11772492	11884766	11044591	41	45764716
81	45764716	2	37	1659167617	36.25	37	37	37	0	37	37	11140587	11771185	11739929	11112960	55	45764716
82	45764716	11	37	1659105436	36.25	37	37	37	0	37	37	11060629	11818550	11861916	11023621	0	45764716
83	45764716	11	37	1659515060	36.26	37	37	37	0	37	37	11127072	11735309	11880682	11021653	0	45764716
84	45764716	11	37	1659872300	36.27	37	37	37	0	37	37	11159916	11762064	11806464	11036272	0	45764716
85	45764716	11	37	1660001322	36.27	37	37	37	0	37	37	11054626	11771864	11937785	11000441	0	45764716
86	45764716	11	37	1659567950	36.26	37	37	37	0	37	37	11162800	11693500	11935400	10973016	0	45764716
87	45764716	11	37	1659450894	36.26	37	37	37	0	37	37	11117277	11749442	11802707	11095290	0	45764716
88	45764716	11	37	1659016058	36.25	37	37	37	0	37	37	11134866	11798817	11862942	10968091	0	45764716
89	45764716	11	37	1658095666	36.23	37	37	37	0	37	37	11121952	11763208	11892714	10986842	0	45764716
90	45764716	11	37	1658077550	36.23	37	37	37	0	37	37	11155201	11782294	11768810	11058411	0	45764716
91	45764716	11	37	1657565596	36.22	37	37	37	0	37	37	11074131	11829416	11876857	10984312	0	45764716
92	45764716	11	37	1657290172	36.21	37	37	37	0	37	37	11158046	11700175	11875226	11031269	0	45764716
93	45764716	2	37	1655868653	36.18	37	37	37	0	37	37	11117137	11730814	11803818	11112946	1	45764716
94	45764716	2	37	1656366761	36.19	37	37	37	0	37	37	11092708	11819897	11863263	10988845	3	45764716
95	45764716	2	37	1655712060	36.18	37	37	37	0	37	37	11138269	11758833	11918714	10948898	2	45764716
96	45764716	11	37	1655980486	36.18	37	37	37	0	37	37	11121113	11799988	11770669	11072946	0	45764716
97	45764716	11	37	1656427028	36.19	37	37	37	0	37	37	11061735	11878673	11889797	10934511	0	45764716
98	45764716	2	37	1654755819	36.16	37	37	37	0	37	37	11118493	11799513	11831683	11015026	1	45764716
99	45764716	11	37	1654865514	36.16	37	37	37	0	37	37	11118407	11751813	11763371	11131125	0	45764716
100	45764716	11	37	1654880348	36.16	37	37	37	0	37	37	11086944	11889592	11809028	10979152	0	45764716
101	45764716	2	37	1654622135	36.15	37	37	37	0	37	37	11158338	11725346	11861157	11019874	1	45764716
102	45764716	2	37	1654546736	36.15	37	37	37	0	37	37	11166343	11790221	11735403	11072741	8	45764716
103	45764716	11	37	1653977100	36.14	37	37	37	0	37	37	11110369	11846951	11804653	11002743	0	45764716
104	45764716	2	37	1653705118	36.13	37	37	37	0	37	37	11153097	11748771	11881821	10981001	26	45764716
105	45764716	2	37	1653256713	36.13	37	37	37	0	37	37	11127496	11754628	11801648	11080831	113	45764716
106	45764716	2	37	1652839061	36.12	37	37	37	0	37	37	11005687	11846255	11902142	11010609	23	45764716
107	45764716	2	37	1653088375	36.12	37	37	37	0	37	37	11114265	11798356	11854572	10997412	111	45764716
108	45764716	2	37	1650542951	36.07	37	37	37	0	37	37	11082196	11818938	11750721	11112404	457	45764716
109	45764716	2	37	1651819144	36.09	37	37	37	0	37	37	11073834	11889872	11881151	10919811	48	45764716
110	45764716	2	37	1653137933	36.12	37	37	37	0	37	37	11152746	11784394	11912878	10914623	75	45764716
111	45764716	2	37	1652274577	36.10	37	37	37	0	37	37	11144368	11792721	11755679	11071907	41	45764716
112	45764716	2	37	1652408408	36.11	37	37	37	0	37	37	11106280	11858958	11789288	11010142	48	45764716
113	45764716	2	37	1651928795	36.10	37	37	37	0	37	37	11126524	11760454	11916476	10961203	59	45764716
114	45764716	2	37	1651319773	36.08	37	37	37	0	37	37	11139283	11775362	11783433	11066557	81	45764716
115	45764716	2	37	1650260094	36.06	37	37	37	0	37	37	11083040	11827149	11909607	10944844	76	45764716
116	45764716	11	37	1649326810	36.04	37	37	37	0	37	37	11163485	11750879	11919633	10930719	0	45764716
117	45764716	2	37	1648276892	36.02	37	37	37	0	37	37	11150758	11784619	11848611	10980720	8	45764716
118	45764716	11	37	1650024504	36.05	37	37	37	0	37	37	11068016	11824212	11905579	10966909	0	45764716
119	45764716	11	37	1650255648	36.06	37	37	37	0	37	37	11158447	11736755	11939066	10930448	0	45764716
120	45764716	11	37	1649646886	36.05	37	37	37	0	37	37	11148883	11703752	11854307	11057774	0	45764716
121	45764716	11	37	1649076574	36.03	37	37	37	0	37	37	11146352	11744352	11951748	10922264	0	45764716
122	45764716	2	37	1648595777	36.02	37	37	37	0	37	37	11176612	11683468	11918567	10986068	1	45764716
123	45764716	11	37	1649391032	36.04	37	37	37	0	37	37	11239064	11738384	11814827	10972441	0	45764716
124	45764716	2	37	1649312807	36.04	37	37	37	0	37	37	11073188	11853234	11896629	10941664	1	45764716
125	45764716	2	37	1648300571	36.02	37	37	37	0	37	37	11155685	11742554	11894626	10971850	1	45764716
126	45764716	11	37	1648684118	36.03	37	37	37	0	37	37	11135819	11728539	11898502	11001856	0	45764716
127	45764716	11	37	1648334468	36.02	37	37	37	0	37	37	11095531	11776279	11950720	10942186	0	45764716
128	45764716	11	37	1646722364	35.98	37	37	37	0	37	37	11160085	11725909	11956878	10921844	0	45764716
129	45764716	11	37	1645227482	35.95	37	37	37	0	37	37	11197173	11731254	11868583	10967706	0	45764716
130	45764716	11	37	1646452134	35.98	37	37	37	0	37	37	11070430	11777711	11946140	10970435	0	45764716
131	45764716	11	37	1646090966	35.97	37	37	37	0	37	37	11134051	11695151	11963418	10972096	0	45764716
132	45764716	11	37	1645683526	35.96	37	37	37	0	37	37	11199849	11672208	11856145	11036514	0	45764716
133	45764716	11	37	1645364972	35.95	37	37	37	0	37	37	11144617	11762651	11885152	10972296	0	45764716
134	45764716	11	37	1645003262	35.94	37	37	37	0	37	37	11234589	11667289	11944085	10918753	0	45764716
135	45764716	2	37	1644544973	35.93	37	37	37	0	37	37	11177367	11726488	11863437	10997423	1	45764716
136	45764716	2	37	1645185171	35.95	37	37	37	0	37	37	11144097	11766750	11962080	10891788	1	45764716
137	45764716	11	37	1643568106	35.91	37	37	37	0	37	37	11154413	11696035	11984266	10930002	0	45764716
138	45764716	2	37	1640609398	35.85	37	37	37	0	37	37	11148685	11694620	11884385	11037024	2	45764716
139	45764716	2	37	1642751845	35.90	37	37	37	0	37	37	11130118	11746474	11930687	10957418	19	45764716
140	45764716	2	37	1642355850	35.89	37	37	37	0	37	37	11145537	11632296	12022801	10964050	32	45764716
141	45764716	2	37	1640357638	35.84	37	37	37	0	37	37	11163939	11644125	11944143	11012477	32	45764716
142	45764716	2	37	1636257464	35.75	37	37	37	0	37	37	11098297	11738715	12000762	10926696	246	45764716
143	45764716	2	37	1639227275	35.82	37	37	37	0	37	37	11203011	11596073	12049404	10916205	23	45764716
144	45764716	2	37	1639608524	35.83	37	37	37	0	37	37	11174067	11727652	11864901	10998070	26	45764716
145	45764716	2	37	1637091934	35.77	37	37	37	0	37	37	11112338	11728762	12011752	10911782	82	45764716
146	45764716	2	37	1638508625	35.80	37	37	37	0	37	37	11161134	11683778	12015247	10904490	67	45764716
147	45764716	2	37	1638780480	35.81	37	37	37	0	37	37	11156935	11695612	11932309	10979842	18	45764716
148	45764716	2	37	1638643734	35.81	37	37	37	0	37	37	11096401	11718475	12064264	10885540	36	45764716
149	45764716	2	37	1635702643	35.74	37	37	37	0	37	37	11141918	11658684	12079171	10884918	25	45764716
150	45764716	2	37	1634923798	35.72	37	37	37	0	37	37	11161555	11622399	11975690	11005068	4	45764716
