##FastQC	0.12.1
>>Basic Statistics	pass
#Measure	Value
Filename	Control_siRNA_M3_2_gz.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	38181985
Total Bases	5.7 Gbp
Sequences flagged as poor quality	0
Sequence length	150
%GC	50
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	36.56718371242354	37.0	37.0	37.0	37.0	37.0
2	36.47785881221209	37.0	37.0	37.0	37.0	37.0
3	36.55006163246882	37.0	37.0	37.0	37.0	37.0
4	36.54530483420388	37.0	37.0	37.0	37.0	37.0
5	36.56699778704538	37.0	37.0	37.0	37.0	37.0
6	36.522140140173434	37.0	37.0	37.0	37.0	37.0
7	36.51241633980004	37.0	37.0	37.0	37.0	37.0
8	36.584111826559045	37.0	37.0	37.0	37.0	37.0
9	36.573442920791045	37.0	37.0	37.0	37.0	37.0
10-14	36.57437448053055	37.0	37.0	37.0	37.0	37.0
15-19	36.54688011113094	37.0	37.0	37.0	37.0	37.0
20-24	36.526996388480065	37.0	37.0	37.0	37.0	37.0
25-29	36.493587292541235	37.0	37.0	37.0	37.0	37.0
30-34	36.46661172277974	37.0	37.0	37.0	37.0	37.0
35-39	36.43714396200197	37.0	37.0	37.0	37.0	37.0
40-44	36.41624091047126	37.0	37.0	37.0	37.0	37.0
45-49	36.393047909897824	37.0	37.0	37.0	37.0	37.0
50-54	36.376607664583176	37.0	37.0	37.0	37.0	37.0
55-59	36.35483151020043	37.0	37.0	37.0	37.0	37.0
60-64	36.31449412072212	37.0	37.0	37.0	37.0	37.0
65-69	36.28947374527542	37.0	37.0	37.0	37.0	37.0
70-74	36.255711629450374	37.0	37.0	37.0	37.0	37.0
75-79	36.239789036636	37.0	37.0	37.0	37.0	37.0
80-84	36.22192128041536	37.0	37.0	37.0	37.0	37.0
85-89	36.21448170910968	37.0	37.0	37.0	37.0	37.0
90-94	36.16448305660379	37.0	37.0	37.0	37.0	37.0
95-99	36.13121286910568	37.0	37.0	37.0	37.0	37.0
100-104	36.10443617847527	37.0	37.0	37.0	37.0	37.0
105-109	36.05832041471914	37.0	37.0	37.0	37.0	37.0
110-114	36.05803687262461	37.0	37.0	37.0	37.0	37.0
115-119	35.99940746925546	37.0	37.0	37.0	37.0	37.0
120-124	35.99078028551948	37.0	37.0	37.0	37.0	37.0
125-129	35.95099481601074	37.0	37.0	37.0	37.0	37.0
130-134	35.91413714609128	37.0	37.0	37.0	37.0	37.0
135-139	35.86019251225415	37.0	37.0	37.0	37.0	37.0
140-144	35.773213440841275	37.0	37.0	37.0	37.0	37.0
145-149	35.7321015866514	37.0	37.0	37.0	37.0	37.0
150	35.666390681364526	37.0	37.0	37.0	37.0	37.0
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
1101	1	-0.07614905839970021
1101	2	-0.06342222411390708
1101	3	-0.11118471944325137
1101	4	-0.0446509944078457
1101	5	-0.060453326952867315
1101	6	-0.09450716374854551
1101	7	-0.08946959039527513
1101	8	-0.056467308941783756
1101	9	-0.07477214347380823
1101	10-14	-0.054603155119139046
1101	15-19	-0.09091778331639233
1101	20-24	-0.10890189831224717
1101	25-29	-0.10072547737847515
1101	30-34	-0.059496455416805816
1101	35-39	-0.07800327552831732
1101	40-44	-0.07666137081291424
1101	45-49	-0.09030156404492118
1101	50-54	-0.09383092754145395
1101	55-59	-0.12434141776319763
1101	60-64	-0.08631295286526353
1101	65-69	-0.1031983937809926
1101	70-74	-0.10883704843538311
1101	75-79	-0.10031107919954252
1101	80-84	-0.12133917444021591
1101	85-89	-0.1296126426872064
1101	90-94	-0.10551503416067476
1101	95-99	-0.074286595749534
1101	100-104	-0.09735543165766813
1101	105-109	-0.09906146139357475
1101	110-114	-0.07211532611163562
1101	115-119	-0.1220331061664055
1101	120-124	-0.09379158840243917
1101	125-129	-0.08092902570557214
1101	130-134	-0.0767555127381172
1101	135-139	-0.15119168502729252
1101	140-144	-0.09858020718147742
1101	145-149	-0.1063251366753164
1101	150	-0.055759257344547564
1102	1	-0.09923892265333478
1102	2	-0.0804262729609988
1102	3	-0.19884385476992605
1102	4	-0.08370203633565154
1102	5	-0.11179045810424526
1102	6	-0.12852810727925146
1102	7	-0.12461188513135113
1102	8	-0.1251623766824963
1102	9	-0.125691584222281
1102	10-14	-0.1311563923803334
1102	15-19	-0.11212560707312491
1102	20-24	-0.09896238213060116
1102	25-29	-0.158304902282417
1102	30-34	-0.10414041398978213
1102	35-39	-0.14426342499363187
1102	40-44	-0.1079126415973235
1102	45-49	-0.12595114889357717
1102	50-54	-0.12219653169017874
1102	55-59	-0.14410162613872046
1102	60-64	-0.14744317773364202
1102	65-69	-0.11637097618955039
1102	70-74	-0.16605496339956005
1102	75-79	-0.09062934282782464
1102	80-84	-0.1382089692420294
1102	85-89	-0.17211634439563994
1102	90-94	-0.10899194045772731
1102	95-99	-0.08011552453321968
1102	100-104	-0.16317883271733535
1102	105-109	-0.16490288676759235
1102	110-114	-0.07330306419869004
1102	115-119	-0.1434188748662777
1102	120-124	-0.12264754221684626
1102	125-129	-0.09442222212904738
1102	130-134	-0.1369183357230952
1102	135-139	-0.15919803327912518
1102	140-144	-0.12421079223506126
1102	145-149	-0.11457004616133304
1102	150	-0.039067648345316286
1103	1	-0.18182626172523442
1103	2	-0.0960918881796573
1103	3	-0.20411052052045164
1103	4	-0.1104130089920119
1103	5	-0.16912705642326387
1103	6	-0.11944430468791722
1103	7	-0.2506508683416584
1103	8	-0.14606651274212368
1103	9	-0.08363198995295562
1103	10-14	-0.142646915077556
1103	15-19	-0.18154733885451435
1103	20-24	-0.17161625946848602
