##FastQC	0.12.1
>>Basic Statistics	pass
#Measure	Value
Filename	SRR24828472_1_fastq_gz.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	43166706
Total Bases	6.4 Gbp
Sequences flagged as poor quality	0
Sequence length	150
%GC	50
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	36.46563766065449	37.0	37.0	37.0	37.0	37.0
2	36.52222587936175	37.0	37.0	37.0	37.0	37.0
3	36.62494041125121	37.0	37.0	37.0	37.0	37.0
4	36.63906493119952	37.0	37.0	37.0	37.0	37.0
5	36.65901614081927	37.0	37.0	37.0	37.0	37.0
6	36.642243538341795	37.0	37.0	37.0	37.0	37.0
7	36.65477648445077	37.0	37.0	37.0	37.0	37.0
8	36.701232009688205	37.0	37.0	37.0	37.0	37.0
9	36.70163556144404	37.0	37.0	37.0	37.0	37.0
10-14	36.69283722042631	37.0	37.0	37.0	37.0	37.0
15-19	36.68023380797228	37.0	37.0	37.0	37.0	37.0
20-24	36.66507691830829	37.0	37.0	37.0	37.0	37.0
25-29	36.625474864818266	37.0	37.0	37.0	37.0	37.0
30-34	36.60262121459997	37.0	37.0	37.0	37.0	37.0
35-39	36.5794332882384	37.0	37.0	37.0	37.0	37.0
40-44	36.5683572751648	37.0	37.0	37.0	37.0	37.0
45-49	36.54226678310825	37.0	37.0	37.0	37.0	37.0
50-54	36.51962728867939	37.0	37.0	37.0	37.0	37.0
55-59	36.50365377891007	37.0	37.0	37.0	37.0	37.0
60-64	36.484890540408614	37.0	37.0	37.0	37.0	37.0
65-69	36.459715054468134	37.0	37.0	37.0	37.0	37.0
70-74	36.43572058984533	37.0	37.0	37.0	37.0	37.0
75-79	36.419416246400644	37.0	37.0	37.0	37.0	37.0
80-84	36.390379349306855	37.0	37.0	37.0	37.0	37.0
85-89	36.3598566450727	37.0	37.0	37.0	37.0	37.0
90-94	36.33294954681045	37.0	37.0	37.0	37.0	37.0
95-99	36.323626384649316	37.0	37.0	37.0	37.0	37.0
100-104	36.29346047854567	37.0	37.0	37.0	37.0	37.0
105-109	36.27790917843025	37.0	37.0	37.0	37.0	37.0
110-114	36.247890960222904	37.0	37.0	37.0	37.0	37.0
115-119	36.20792583524904	37.0	37.0	37.0	37.0	37.0
120-124	36.154813452756855	37.0	37.0	37.0	37.0	37.0
125-129	36.13237081374706	37.0	37.0	37.0	37.0	37.0
130-134	36.102288972431666	37.0	37.0	37.0	37.0	37.0
135-139	36.06867072043904	37.0	37.0	37.0	37.0	37.0
140-144	36.02904564920938	37.0	37.0	37.0	37.0	37.0
145-149	35.9820469136561	37.0	37.0	37.0	37.0	37.0
150	35.926935425649575	37.0	37.0	37.0	37.0	37.0
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
1101	1	-0.03716102825254808
1101	2	-0.04774257644997704
1101	3	0.016708821974752652
1101	4	-0.009816564147278939
1101	5	0.006572796001506731
1101	6	0.001395029398516101
1101	7	0.04551996325056251
1101	8	0.015660176179203233
1101	9	0.017774024971792812
1101	10-14	0.034493793325538036
1101	15-19	0.018187866957518395
1101	20-24	0.02637856957027651
1101	25-29	0.022310554180478448
1101	30-34	0.024608117373659866
1101	35-39	0.008149542641469054
1101	40-44	0.025765861519559508
1101	45-49	0.01268720118640232
1101	50-54	0.014153031283413497
1101	55-59	0.03257976455645917
1101	60-64	0.03504653025641602
1101	65-69	0.008126078647229917
1101	70-74	0.030800939266903526
1101	75-79	0.038981587107500104
1101	80-84	0.01350199420549103
1101	85-89	0.018247587863697845
1101	90-94	-0.004564514516502527
1101	95-99	0.02620834717080811
1101	100-104	0.03182142657827569
1101	105-109	0.05233685359011275
1101	110-114	0.07180125683184713
1101	115-119	0.04558483253656931
1101	120-124	0.03345492662175786
1101	125-129	0.005596524675027581
1101	130-134	0.05448858532515288
1101	135-139	0.061909659787460214
1101	140-144	0.046150347735469666
1101	145-149	0.10019747771046639
1101	150	0.015998485351424563
1102	1	-0.025351004892918638
1102	2	-2.549245352554408E-4
1102	3	-0.03203549378492454
1102	4	-0.013664023266798608
1102	5	0.0233274131483725
1102	6	0.020930507638119877
1102	7	0.011964969034735873
1102	8	-0.018304090095796255
1102	9	-0.045020118208569215
1102	10-14	-0.017291787209565257
1102	15-19	-0.010565217952589023
1102	20-24	-0.00905145096538007
1102	25-29	-0.028162410195463394
1102	30-34	-0.009433985808207979
1102	35-39	0.02344500828808549
1102	40-44	-0.0036308934443951557
1102	45-49	-0.0019291890178223525
1102	50-54	-0.013291824294711319
1102	55-59	-0.0010439461093199043
1102	60-64	-0.014558126085894685
1102	65-69	9.146527189685116E-4
1102	70-74	9.524266783031976E-4
1102	75-79	0.005915809696645624
1102	80-84	0.028111371791723627
1102	85-89	-0.030376945895170593
1102	90-94	-0.027312852735455806
1102	95-99	-0.00987200022627377
1102	100-104	-0.0171061878457337
1102	105-109	-0.011590311566962441
1102	110-114	0.011128320245141765
1102	115-119	-0.027659300476180704
1102	120-124	-0.01986094948145478
1102	125-129	-0.04138025103852527
1102	130-134	0.004295278929809854
1102	135-139	0.01206233623621955
1102	140-144	0.009193193390089505
1102	145-149	0.061453132675254096
1102	150	0.07814568412131706
1103	1	-0.13410270013205405
1103	2	-0.15070268741350645
1103	3	-0.05725070415196143
1103	4	-0.05246475460640454
1103	5	-0.15769398569154447
1103	6	-0.024899731181612594
1103	7	-0.10063591012882966
1103	8	-0.09673684726806897
1103	9	-0.11658580202504965
1103	10-14	-0.086949752019855
1103	15-19	-0.07153978112505399
1103	20-24	-0.07114263441528124
1103	25-29	-0.07972833751465203
1103	30-34	-0.08339868207272616
