column	count	min	max	sum	mean	Q1	med	Q3	IQR	lW	rW	A_Count	C_Count	G_Count	T_Count	N_Count	Max_count
92	40237116	11	37	1457691388	36.23	37	37	37	0	37	37	9702991	10409794	10554743	9569588	0	40237116
93	40237116	2	37	1457073527	36.21	37	37	37	0	37	37	9681768	10413017	10458258	9684072	1	40237116
94	40237116	11	37	1456727768	36.20	37	37	37	0	37	37	9628671	10525038	10512763	9570644	0	40237116
95	40237116	11	37	1456893326	36.21	37	37	37	0	37	37	9687891	10417589	10591919	9539717	0	40237116
96	40237116	11	37	1456578148	36.20	37	37	37	0	37	37	9680272	10457459	10435706	9663679	0	40237116
97	40237116	11	37	1456279070	36.19	37	37	37	0	37	37	9592153	10564609	10558097	9522257	0	40237116
98	40237116	11	37	1455011006	36.16	37	37	37	0	37	37	9693182	10473957	10510459	9559518	0	40237116
99	40237116	11	37	1455062262	36.16	37	37	37	0	37	37	9697010	10431152	10418667	9690287	0	40237116
100	40237116	11	37	1455356874	36.17	37	37	37	0	37	37	9645427	10554228	10519332	9518129	0	40237116
101	40237116	11	37	1455228478	36.17	37	37	37	0	37	37	9709810	10428571	10543425	9555310	0	40237116
102	40237116	11	37	1454864988	36.16	37	37	37	0	37	37	9699273	10472025	10416360	9649458	0	40237116
103	40237116	11	37	1454531668	36.15	37	37	37	0	37	37	9654855	10532159	10490237	9559865	0	40237116
104	40237116	11	37	1454753138	36.15	37	37	37	0	37	37	9693945	10459861	10550205	9533105	0	40237116
105	40237116	11	37	1454482162	36.15	37	37	37	0	37	37	9705604	10462217	10420392	9648903	0	40237116
106	40237116	11	37	1454376178	36.15	37	37	37	0	37	37	9592770	10527003	10556970	9560373	0	40237116
107	40237116	11	37	1454351134	36.14	37	37	37	0	37	37	9695324	10454759	10540031	9547002	0	40237116
108	40237116	11	37	1454295868	36.14	37	37	37	0	37	37	9676005	10479475	10447024	9634612	0	40237116
109	40237116	11	37	1454227154	36.14	37	37	37	0	37	37	9639670	10562235	10536306	9498905	0	40237116
110	40237116	11	37	1453587280	36.13	37	37	37	0	37	37	9713401	10457696	10571606	9494413	0	40237116
111	40237116	11	37	1453001086	36.11	37	37	37	0	37	37	9705513	10489642	10415813	9626148	0	40237116
112	40237116	11	37	1452789182	36.11	37	37	37	0	37	37	9662555	10541851	10487385	9545325	0	40237116
113	40237116	11	37	1452487328	36.10	37	37	37	0	37	37	9686556	10480244	10559025	9511291	0	40237116
114	40237116	11	37	1452197330	36.09	37	37	37	0	37	37	9720715	10459476	10426301	9630624	0	40237116
115	40237116	11	37	1452222808	36.09	37	37	37	0	37	37	9649058	10528974	10547582	9511502	0	40237116
116	40237116	11	37	1452392490	36.10	37	37	37	0	37	37	9727569	10440049	10563427	9506071	0	40237116
117	40237116	11	37	1451629880	36.08	37	37	37	0	37	37	9724152	10457907	10477852	9577205	0	40237116
118	40237116	11	37	1450407828	36.05	37	37	37	0	37	37	9639757	10527016	10542210	9528133	0	40237116
119	40237116	11	37	1449186690	36.02	37	37	37	0	37	37	9742877	10425477	10577413	9491349	0	40237116
120	40237116	11	37	1450453058	36.05	37	37	37	0	37	37	9721766	10414601	10481663	9619086	0	40237116
121	40237116	2	37	1451024966	36.06	37	37	37	0	37	37	9680563	10480871	10584167	9491513	2	40237116
122	40237116	11	37	1450792656	36.06	37	37	37	0	37	37	9746569	10411250	10548800	9530497	0	40237116
123	40237116	11	37	1449597368	36.03	37	37	37	0	37	37	9790339	10439417	10450752	9556608	0	40237116
124	40237116	2	37	1447035238	35.96	37	37	37	0	37	37	9648916	10559910	10543392	9484542	356	40237116
125	40237116	11	37	1448424726	36.00	37	37	37	0	37	37	9710060	10466617	10530497	9529942	0	40237116
126	40237116	2	37	1449846044	36.03	37	37	37	0	37	37	9731818	10447596	10481694	9575998	10	40237116
127	40237116	2	37	1449561474	36.03	37	37	37	0	37	37	9664971	10516782	10541786	9513559	18	40237116
128	40237116	2	37	1449191798	36.02	37	37	37	0	37	37	9749692	10444412	10565317	9477681	14	40237116
129	40237116	2	37	1449057995	36.01	37	37	37	0	37	37	9767436	10440325	10467179	9562173	3	40237116
130	40237116	2	37	1449434612	36.02	37	37	37	0	37	37	9652363	10508727	10546054	9529956	16	40237116
131	40237116	2	37	1448369794	36.00	37	37	37	0	37	37	9705366	10413585	10578330	9539811	24	40237116
132	40237116	11	37	1445711354	35.93	37	37	37	0	37	37	9760875	10406362	10472294	9597585	0	40237116
133	40237116	11	37	1445733594	35.93	37	37	37	0	37	37	9688971	10515196	10515145	9517804	0	40237116
134	40237116	11	37	1447687272	35.98	37	37	37	0	37	37	9782980	10433532	10540514	9480090	0	40237116
135	40237116	11	37	1446966670	35.96	37	37	37	0	37	37	9741929	10465884	10442223	9587080	0	40237116
136	40237116	11	37	1446324198	35.95	37	37	37	0	37	37	9692507	10535799	10549251	9459559	0	40237116
137	40237116	11	37	1446473700	35.95	37	37	37	0	37	37	9748989	10415091	10574890	9498146	0	40237116
138	40237116	11	37	1445895670	35.93	37	37	37	0	37	37	9738685	10428421	10450748	9619262	0	40237116
139	40237116	11	37	1445220480	35.92	37	37	37	0	37	37	9696546	10503786	10509148	9527636	0	40237116
140	40237116	11	37	1445328768	35.92	37	37	37	0	37	37	9750535	10413364	10566865	9506352	0	40237116
141	40237116	11	37	1444743616	35.91	37	37	37	0	37	37	9763851	10402743	10497416	9573106	0	40237116
142	40237116	11	37	1444980756	35.91	37	37	37	0	37	37	9667891	10511363	10566428	9491434	0	40237116
143	40237116	11	37	1444589924	35.90	37	37	37	0	37	37	9768668	10382796	10608211	9477441	0	40237116
144	40237116	11	37	1444357778	35.90	37	37	37	0	37	37	9755649	10469449	10431926	9580092	0	40237116
145	40237116	11	37	1443980920	35.89	37	37	37	0	37	37	9684473	10520864	10561313	9470466	0	40237116
146	40237116	11	37	1442959780	35.86	37	37	37	0	37	37	9743689	10464461	10552766	9476200	0	40237116
147	40237116	11	37	1441807532	35.83	37	37	37	0	37	37	9746703	10471742	10460123	9558548	0	40237116
148	40237116	2	37	1442765820	35.86	37	37	37	0	37	37	9691838	10513853	10582909	9448514	2	40237116
149	40237116	2	37	1443067683	35.86	37	37	37	0	37	37	9747939	10462976	10570332	9455816	53	40237116
150	40237116	2	37	1440843593	35.81	37	37	37	0	37	37	9759997	10431443	10468156	9577235	285	40237116
