column	count	min	max	sum	mean	Q1	med	Q3	IQR	lW	rW	A_Count	C_Count	G_Count	T_Count	N_Count	Max_count
24	38181985	11	37	1396399477	36.57	37	37	37	0	37	37	9571829	9450480	9730153	9429523	0	38181985
25	38181985	11	37	1396383569	36.57	37	37	37	0	37	37	9514687	9536504	9844725	9286069	0	38181985
26	38181985	11	37	1395585495	36.55	37	37	37	0	37	37	9571104	9472905	9839981	9297995	0	38181985
27	38181985	11	37	1395331539	36.54	37	37	37	0	37	37	9524306	9517951	9719201	9420527	0	38181985
28	38181985	11	37	1395124783	36.54	37	37	37	0	37	37	9412835	9597912	9824472	9346766	0	38181985
29	38181985	11	37	1394888693	36.53	37	37	37	0	37	37	9455047	9531553	9857023	9338362	0	38181985
30	38181985	11	37	1394169357	36.51	37	37	37	0	37	37	9487336	9521719	9700406	9472524	0	38181985
31	38181985	11	37	1394184055	36.51	37	37	37	0	37	37	9440744	9612202	9736155	9392884	0	38181985
32	38181985	11	37	1393969017	36.51	37	37	37	0	37	37	9510384	9551573	9780167	9339861	0	38181985
33	38181985	11	37	1393623925	36.50	37	37	37	0	37	37	9504318	9558079	9661336	9458252	0	38181985
34	38181985	11	37	1393536761	36.50	37	37	37	0	37	37	9455309	9583138	9844483	9299055	0	38181985
35	38181985	11	37	1393384817	36.49	37	37	37	0	37	37	9548135	9502809	9809301	9321740	0	38181985
36	38181985	11	37	1393109233	36.49	37	37	37	0	37	37	9475266	9597651	9728413	9380655	0	38181985
37	38181985	11	37	1392919605	36.48	37	37	37	0	37	37	9414193	9630119	9777332	9360341	0	38181985
38	38181985	11	37	1392429715	36.47	37	37	37	0	37	37	9441193	9573559	9817292	9349941	0	38181985
39	38181985	11	37	1392497935	36.47	37	37	37	0	37	37	9478295	9631733	9636412	9435545	0	38181985
40	38181985	11	37	1392231411	36.46	37	37	37	0	37	37	9348196	9685716	9787764	9360309	0	38181985
41	38181985	11	37	1392141753	36.46	37	37	37	0	37	37	9465989	9572404	9831274	9312318	0	38181985
42	38181985	11	37	1391756819	36.45	37	37	37	0	37	37	9444964	9606357	9684454	9446210	0	38181985
43	38181985	11	37	1391623537	36.45	37	37	37	0	37	37	9387339	9664722	9772392	9357532	0	38181985
44	38181985	11	37	1391481299	36.44	37	37	37	0	37	37	9461113	9573517	9813286	9334069	0	38181985
45	38181985	11	37	1391015623	36.43	37	37	37	0	37	37	9467917	9621625	9680158	9412285	0	38181985
46	38181985	11	37	1390876925	36.43	37	37	37	0	37	37	9384522	9699337	9788756	9309370	0	38181985
47	38181985	11	37	1390767771	36.42	37	37	37	0	37	37	9492754	9569912	9783482	9335837	0	38181985
48	38181985	11	37	1390844475	36.43	37	37	37	0	37	37	9462329	9630104	9677640	9411912	0	38181985
49	38181985	11	37	1390802269	36.43	37	37	37	0	37	37	9381615	9698753	9792312	9309305	0	38181985
50	38181985	11	37	1390408009	36.42	37	37	37	0	37	37	9429414	9627638	9830142	9294791	0	38181985
51	38181985	11	37	1390296517	36.41	37	37	37	0	37	37	9407696	9667778	9694669	9411842	0	38181985
52	38181985	11	37	1389979079	36.40	37	37	37	0	37	37	9410611	9718462	9782320	9270592	0	38181985
53	38181985	11	37	1389896207	36.40	37	37	37	0	37	37	9469915	9636525	9804946	9270599	0	38181985
54	38181985	11	37	1389540539	36.39	37	37	37	0	37	37	9430984	9674592	9716034	9360375	0	38181985
55	38181985	11	37	1389749665	36.40	37	37	37	0	37	37	9324286	9758322	9773726	9325651	0	38181985
56	38181985	11	37	1388256489	36.36	37	37	37	0	37	37	9415304	9674015	9788299	9304367	0	38181985
57	38181985	11	37	1389176129	36.38	37	37	37	0	37	37	9405433	9697762	9654092	9424698	0	38181985
58	38181985	11	37	1389223185	36.38	37	37	37	0	37	37	9372069	9722860	9769735	9317321	0	38181985
59	38181985	11	37	1388607017	36.37	37	37	37	0	37	37	9455300	9644296	9790989	9291400	0	38181985
60	38181985	11	37	1388840391	36.37	37	37	37	0	37	37	9434881	9674276	9670675	9402153	0	38181985
61	38181985	11	37	1388585939	36.37	37	37	37	0	37	37	9339670	9753510	9782983	9305822	0	38181985
62	38181985	11	37	1388453061	36.36	37	37	37	0	37	37	9414086	9694748	9788422	9284729	0	38181985
63	38181985	11	37	1387923357	36.35	37	37	37	0	37	37	9466069	9627766	9668594	9419556	0	38181985
64	38181985	11	37	1387242625	36.33	37	37	37	0	37	37	9377102	9736426	9772228	9296229	0	38181985
65	38181985	11	37	1387203629	36.33	37	37	37	0	37	37	9460213	9621207	9831448	9269117	0	38181985
66	38181985	11	37	1386817741	36.32	37	37	37	0	37	37	9431402	9664315	9716394	9369874	0	38181985
67	38181985	11	37	1386863397	36.32	37	37	37	0	37	37	9391617	9768163	9767803	9254402	0	38181985
68	38181985	11	37	1386527103	36.31	37	37	37	0	37	37	9438023	9659587	9785410	9298965	0	38181985
69	38181985	11	37	1386049547	36.30	37	37	37	0	37	37	9469827	9642255	9676009	9393894	0	38181985
70	38181985	11	37	1386338357	36.31	37	37	37	0	37	37	9360805	9766186	9744813	9310181	0	38181985
71	38181985	11	37	1386617117	36.32	37	37	37	0	37	37	9443003	9634668	9781951	9322363	0	38181985
72	38181985	11	37	1386094143	36.30	37	37	37	0	37	37	9440295	9646248	9702697	9392745	0	38181985
73	38181985	11	37	1385836819	36.30	37	37	37	0	37	37	9382794	9722203	9800179	9276809	0	38181985
74	38181985	11	37	1385455401	36.29	37	37	37	0	37	37	9450921	9643661	9790521	9296882	0	38181985
75	38181985	11	37	1385528135	36.29	37	37	37	0	37	37	9427731	9682252	9693871	9378131	0	38181985
76	38181985	11	37	1385404373	36.28	37	37	37	0	37	37	9354082	9713761	9768069	9346073	0	38181985
77	38181985	11	37	1384974525	36.27	37	37	37	0	37	37	9425395	9655032	9802625	9298933	0	38181985
78	38181985	11	37	1384623849	36.26	37	37	37	0	37	37	9408610	9703780	9670459	9399136	0	38181985
79	38181985	11	37	1384179667	36.25	37	37	37	0	37	37	9322712	9722575	9774937	9361761	0	38181985
80	38181985	11	37	1384375159	36.26	37	37	37	0	37	37	9386045	9711612	9801297	9283031	0	38181985
81	38181985	11	37	1384317813	36.26	37	37	37	0	37	37	9442130	9682747	9659679	9397429	0	38181985
82	38181985	11	37	1383894063	36.24	37	37	37	0	37	37	9344570	9743032	9782188	9312195	0	38181985
83	38181985	11	37	1383891401	36.24	37	37	37	0	37	37	9431731	9650686	9782006	9317562	0	38181985
84	38181985	11	37	1383256767	36.23	37	37	37	0	37	37	9442267	9666435	9697954	9375329	0	38181985
85	38181985	11	37	1381959193	36.19	37	37	37	0	37	37	9325081	9739210	9816599	9301095	0	38181985
86	38181985	2	37	1382935138	36.22	37	37	37	0	37	37	9459467	9630524	9806910	9285065	19	38181985
87	38181985	2	37	1383623720	36.24	37	37	37	0	37	37	9409250	9678163	9687180	9407383	9	38181985
88	38181985	11	37	1383058197	36.22	37	37	37	0	37	37	9380574	9746219	9758807	9296385	0	38181985
89	38181985	2	37	1382431881	36.21	37	37	37	0	37	37	9412556	9664226	9810591	9294608	4	38181985
90	38181985	2	37	1381650424	36.19	37	37	37	0	37	37	9448632	9687563	9696383	9349396	11	38181985
91	38181985	2	37	1382385336	36.21	37	37	37	0	37	37	9364222	9760665	9783380	9273711	7	38181985
92	38181985	11	37	1382995781	36.22	37	37	37	0	37	37	9444817	9650082	9780231	9306855	0	38181985
93	38181985	2	37	1382439371	36.21	37	37	37	0	37	37	9425363	9666463	9689095	9401062	2	38181985
94	38181985	11	37	1382124639	36.20	37	37	37	0	37	37	9378034	9773635	9751502	9278814	0	38181985
95	38181985	11	37	1382206923	36.20	37	37	37	0	37	37	9447353	9645171	9835866	9253595	0	38181985
96	38181985	11	37	1381930091	36.19	37	37	37	0	37	37	9414277	9710394	9675599	9381715	0	38181985
97	38181985	11	37	1381693617	36.19	37	37	37	0	37	37	9332035	9807580	9780007	9262363	0	38181985
98	38181985	11	37	1380436909	36.15	37	37	37	0	37	37	9431781	9699780	9755394	9295030	0	38181985
99	38181985	11	37	1380486767	36.16	37	37	37	0	37	37	9426282	9697705	9662818	9395180	0	38181985
100	38181985	11	37	1380792259	36.16	37	37	37	0	37	37	9397981	9788505	9737352	9258147	0	38181985
101	38181985	11	37	1380669651	36.16	37	37	37	0	37	37	9447922	9663982	9773790	9296291	0	38181985
102	38181985	11	37	1380364277	36.15	37	37	37	0	37	37	9441893	9712914	9644562	9382616	0	38181985
103	38181985	11	37	1380011333	36.14	37	37	37	0	37	37	9385400	9779186	9707167	9310232	0	38181985
104	38181985	11	37	1380110551	36.15	37	37	37	0	37	37	9423046	9703453	9794136	9261350	0	38181985
105	38181985	11	37	1379900003	36.14	37	37	37	0	37	37	9440324	9709800	9653705	9378156	0	38181985
106	38181985	11	37	1379736909	36.14	37	37	37	0	37	37	9325070	9776469	9788916	9291530	0	38181985
107	38181985	11	37	1379794099	36.14	37	37	37	0	37	37	9431233	9682286	9783014	9285452	0	38181985
108	38181985	11	37	1379724851	36.14	37	37	37	0	37	37	9423811	9718595	9663348	9376231	0	38181985
109	38181985	11	37	1379654969	36.13	37	37	37	0	37	37	9383312	9814271	9746026	9238376	0	38181985
110	38181985	11	37	1379052521	36.12	37	37	37	0	37	37	9461258	9704633	9777475	9238619	0	38181985
111	38181985	11	37	1378463769	36.10	37	37	37	0	37	37	9441312	9720102	9647941	9372630	0	38181985
112	38181985	11	37	1378208987	36.10	37	37	37	0	37	37	9394741	9775144	9707912	9304188	0	38181985
113	38181985	11	37	1377903759	36.09	37	37	37	0	37	37	9410885	9705458	9782432	9283210	0	38181985
114	38181985	11	37	1377666887	36.08	37	37	37	0	37	37	9446803	9701869	9663077	9370236	0	38181985
115	38181985	11	37	1377681699	36.08	37	37	37	0	37	37	9376617	9770981	9760979	9273408	0	38181985
116	38181985	11	37	1377829997	36.09	37	37	37	0	37	37	9459102	9706437	9763771	9252675	0	38181985
117	38181985	11	37	1377025245	36.06	37	37	37	0	37	37	9445738	9709905	9695955	9330387	0	38181985
118	38181985	11	37	1375838265	36.03	37	37	37	0	37	37	9384842	9767498	9759682	9269963	0	38181985
119	38181985	11	37	1374751845	36.01	37	37	37	0	37	37	9479620	9670657	9791682	9240026	0	38181985
120	38181985	2	37	1375908814	36.04	37	37	37	0	37	37	9449148	9669232	9697957	9365647	1	38181985
121	38181985	2	37	1376560379	36.05	37	37	37	0	37	37	9427453	9705440	9792334	9256754	4	38181985
122	38181985	2	37	1376297861	36.05	37	37	37	0	37	37	9481527	9637869	9786766	9275821	2	38181985
123	38181985	2	37	1375139011	36.02	37	37	37	0	37	37	9514811	9674662	9697990	9294520	2	38181985
124	38181985	2	37	1372517547	35.95	37	37	37	0	37	37	9382783	9788741	9765605	9244476	380	38181985
125	38181985	2	37	1373849066	35.98	37	37	37	0	37	37	9447155	9709804	9757250	9267775	1	38181985
126	38181985	2	37	1375236027	36.02	37	37	37	0	37	37	9467164	9703477	9677619	9333711	14	38181985
127	38181985	2	37	1374968005	36.01	37	37	37	0	37	37	9397456	9755071	9757020	9272422	16	38181985
128	38181985	2	37	1374545513	36.00	37	37	37	0	37	37	9480137	9692435	9786551	9222848	14	38181985
129	38181985	2	37	1374419598	36.00	37	37	37	0	37	37	9485080	9686607	9692282	9318011	5	38181985
130	38181985	2	37	1374806239	36.01	37	37	37	0	37	37	9387298	9745278	9764337	9285050	22	38181985
131	38181985	2	37	1373730179	35.98	37	37	37	0	37	37	9445422	9652012	9801188	9283337	26	38181985
132	38181985	11	37	1371201331	35.91	37	37	37	0	37	37	9467250	9650440	9736986	9327309	0	38181985
133	38181985	11	37	1371228219	35.91	37	37	37	0	37	37	9386277	9758713	9759127	9277868	0	38181985
134	38181985	11	37	1373125337	35.96	37	37	37	0	37	37	9510126	9663121	9784289	9224449	0	38181985
135	38181985	11	37	1372418793	35.94	37	37	37	0	37	37	9453943	9703520	9692493	9332029	0	38181985
136	38181985	11	37	1371844127	35.93	37	37	37	0	37	37	9401809	9760308	9804212	9215656	0	38181985
137	38181985	11	37	1371993169	35.93	37	37	37	0	37	37	9461003	9662610	9813860	9244512	0	38181985
138	38181985	11	37	1371337627	35.92	37	37	37	0	37	37	9450444	9679844	9701848	9349849	0	38181985
139	38181985	11	37	1370692411	35.90	37	37	37	0	37	37	9414243	9760718	9733314	9273710	0	38181985
140	38181985	11	37	1370715201	35.90	37	37	37	0	37	37	9475328	9659032	9793677	9253948	0	38181985
141	38181985	11	37	1370165793	35.89	37	37	37	0	37	37	9476352	9652149	9729662	9323822	0	38181985
142	38181985	11	37	1370390355	35.89	37	37	37	0	37	37	9393305	9744572	9795998	9248110	0	38181985
143	38181985	11	37	1369973325	35.88	37	37	37	0	37	37	9472813	9651094	9833053	9225025	0	38181985
144	38181985	11	37	1369739065	35.87	37	37	37	0	37	37	9450914	9719728	9686237	9325106	0	38181985
145	38181985	11	37	1369433381	35.87	37	37	37	0	37	37	9405791	9769923	9782673	9223598	0	38181985
146	38181985	11	37	1368371235	35.84	37	37	37	0	37	37	9454494	9711126	9795606	9220759	0	38181985
147	38181985	11	37	1367147365	35.81	37	37	37	0	37	37	9466740	9698667	9716422	9300156	0	38181985
148	38181985	2	37	1368006452	35.83	37	37	37	0	37	37	9413559	9744404	9805269	9218752	1	38181985
149	38181985	2	37	1368333375	35.84	37	37	37	0	37	37	9454192	9699191	9825582	9202978	42	38181985
150	38181985	2	37	1366161388	35.78	37	37	37	0	37	37	9471136	9667333	9720241	9323004	271	38181985
