column	count	min	max	sum	mean	Q1	med	Q3	IQR	lW	rW	A_Count	C_Count	G_Count	T_Count	N_Count	Max_count
23	40237116	11	37	1470241266	36.54	37	37	37	0	37	37	9842776	10172261	10621061	9601018	0	40237116
24	40237116	11	37	1469747856	36.53	37	37	37	0	37	37	9841329	10193442	10488922	9713423	0	40237116
25	40237116	11	37	1469589530	36.52	37	37	37	0	37	37	9803066	10249168	10603984	9580898	0	40237116
26	40237116	11	37	1469382758	36.52	37	37	37	0	37	37	9826334	10188609	10609908	9612265	0	40237116
27	40237116	11	37	1469040824	36.51	37	37	37	0	37	37	9791749	10234376	10492266	9718725	0	40237116
28	40237116	11	37	1469054528	36.51	37	37	37	0	37	37	9677385	10321142	10592575	9646014	0	40237116
29	40237116	11	37	1468838808	36.50	37	37	37	0	37	37	9728104	10266408	10615579	9627025	0	40237116
30	40237116	11	37	1468593746	36.50	37	37	37	0	37	37	9777347	10260653	10453915	9745201	0	40237116
31	40237116	11	37	1468513184	36.50	37	37	37	0	37	37	9714068	10340227	10501555	9681266	0	40237116
32	40237116	2	37	1468293798	36.49	37	37	37	0	37	37	9781294	10291895	10525886	9638039	2	40237116
33	40237116	2	37	1467668048	36.48	37	37	37	0	37	37	9782093	10286129	10434267	9734625	2	40237116
34	40237116	2	37	1467418480	36.47	37	37	37	0	37	37	9739851	10292339	10627294	9577594	38	40237116
35	40237116	2	37	1467126904	36.46	37	37	37	0	37	37	9829218	10231375	10570835	9605660	28	40237116
36	40237116	11	37	1467295860	36.47	37	37	37	0	37	37	9760302	10336562	10481453	9658799	0	40237116
37	40237116	11	37	1466660520	36.45	37	37	37	0	37	37	9721831	10338381	10533352	9643552	0	40237116
38	40237116	11	37	1467016558	36.46	37	37	37	0	37	37	9710656	10303208	10557869	9665383	0	40237116
39	40237116	11	37	1466349914	36.44	37	37	37	0	37	37	9762908	10346054	10428448	9699706	0	40237116
40	40237116	2	37	1465542829	36.42	37	37	37	0	37	37	9670998	10385815	10549335	9630869	99	40237116
41	40237116	2	37	1466118936	36.44	37	37	37	0	37	37	9735619	10292421	10600328	9608740	8	40237116
42	40237116	2	37	1466374915	36.44	37	37	37	0	37	37	9714367	10341002	10450715	9731021	11	40237116
43	40237116	2	37	1466095572	36.44	37	37	37	0	37	37	9652609	10389558	10536467	9658474	8	40237116
44	40237116	2	37	1465962969	36.43	37	37	37	0	37	37	9700053	10321070	10585138	9630836	19	40237116
45	40237116	2	37	1465821770	36.43	37	37	37	0	37	37	9736985	10362316	10450883	9686928	4	40237116
46	40237116	2	37	1465746613	36.43	37	37	37	0	37	37	9667301	10420977	10550697	9598128	13	40237116
47	40237116	2	37	1465004465	36.41	37	37	37	0	37	37	9730048	10320518	10548646	9637889	15	40237116
48	40237116	11	37	1464574476	36.40	37	37	37	0	37	37	9735397	10353827	10431505	9716387	0	40237116
49	40237116	11	37	1464321766	36.39	37	37	37	0	37	37	9645477	10452964	10529282	9609393	0	40237116
50	40237116	11	37	1464537130	36.40	37	37	37	0	37	37	9681621	10360420	10590727	9604348	0	40237116
51	40237116	11	37	1464524602	36.40	37	37	37	0	37	37	9706217	10399537	10447679	9683683	0	40237116
52	40237116	11	37	1464608882	36.40	37	37	37	0	37	37	9691342	10442169	10550441	9553164	0	40237116
53	40237116	11	37	1464450998	36.40	37	37	37	0	37	37	9732292	10374920	10552273	9577631	0	40237116
54	40237116	11	37	1464098200	36.39	37	37	37	0	37	37	9681392	10424805	10482026	9648893	0	40237116
55	40237116	11	37	1464027574	36.39	37	37	37	0	37	37	9589167	10502153	10540876	9604920	0	40237116
56	40237116	11	37	1463911344	36.38	37	37	37	0	37	37	9671470	10408506	10541977	9615163	0	40237116
57	40237116	11	37	1463473626	36.37	37	37	37	0	37	37	9657613	10426809	10447154	9705540	0	40237116
58	40237116	11	37	1463296966	36.37	37	37	37	0	37	37	9653649	10446721	10529308	9607438	0	40237116
59	40237116	11	37	1463337816	36.37	37	37	37	0	37	37	9712053	10376127	10565089	9583847	0	40237116
60	40237116	11	37	1463122058	36.36	37	37	37	0	37	37	9706847	10396846	10448378	9685045	0	40237116
61	40237116	11	37	1462731842	36.35	37	37	37	0	37	37	9616146	10461262	10559193	9600515	0	40237116
62	40237116	2	37	1461774011	36.33	37	37	37	0	37	37	9684048	10408399	10538512	9606134	23	40237116
63	40237116	2	37	1460900316	36.31	37	37	37	0	37	37	9714687	10366835	10436287	9719133	174	40237116
64	40237116	2	37	1461369302	36.32	37	37	37	0	37	37	9639347	10453750	10546249	9597762	8	40237116
65	40237116	2	37	1460997028	36.31	37	37	37	0	37	37	9699044	10357289	10610902	9569857	24	40237116
66	40237116	11	37	1461379210	36.32	37	37	37	0	37	37	9677207	10419276	10472502	9668131	0	40237116
67	40237116	11	37	1461319658	36.32	37	37	37	0	37	37	9657727	10487471	10541534	9550384	0	40237116
68	40237116	2	37	1460891686	36.31	37	37	37	0	37	37	9682783	10396797	10564341	9593193	2	40237116
69	40237116	11	37	1460546892	36.30	37	37	37	0	37	37	9727080	10377815	10449566	9682655	0	40237116
70	40237116	2	37	1460263474	36.29	37	37	37	0	37	37	9633973	10476498	10508853	9617770	22	40237116
71	40237116	2	37	1460240500	36.29	37	37	37	0	37	37	9705708	10367039	10531702	9632607	60	40237116
72	40237116	2	37	1460061687	36.29	37	37	37	0	37	37	9720177	10371990	10464712	9680166	71	40237116
73	40237116	2	37	1459644764	36.28	37	37	37	0	37	37	9634439	10450886	10590593	9561052	146	40237116
74	40237116	2	37	1458166680	36.24	37	37	37	0	37	37	9698325	10385559	10551715	9601101	416	40237116
75	40237116	2	37	1458641221	36.25	37	37	37	0	37	37	9696382	10407608	10480710	9652351	65	40237116
76	40237116	2	37	1459093371	36.26	37	37	37	0	37	37	9611582	10441181	10556923	9627367	63	40237116
77	40237116	2	37	1459357349	36.27	37	37	37	0	37	37	9652708	10392149	10573218	9618992	49	40237116
78	40237116	2	37	1459164248	36.26	37	37	37	0	37	37	9665481	10448550	10427347	9695662	76	40237116
79	40237116	2	37	1458921099	36.26	37	37	37	0	37	37	9585582	10463998	10525995	9661510	31	40237116
80	40237116	2	37	1458801281	36.26	37	37	37	0	37	37	9636439	10443698	10551799	9605147	33	40237116
81	40237116	2	37	1458018640	36.24	37	37	37	0	37	37	9703519	10416368	10428702	9688475	52	40237116
82	40237116	11	37	1457944614	36.23	37	37	37	0	37	37	9613111	10470505	10553187	9600313	0	40237116
83	40237116	11	37	1458250778	36.24	37	37	37	0	37	37	9671974	10392985	10559258	9612899	0	40237116
84	40237116	11	37	1458556516	36.25	37	37	37	0	37	37	9703913	10417865	10472117	9643221	0	40237116
85	40237116	11	37	1458598472	36.25	37	37	37	0	37	37	9602537	10453703	10584339	9596537	0	40237116
86	40237116	11	37	1458317294	36.24	37	37	37	0	37	37	9703044	10368210	10586265	9579597	0	40237116
87	40237116	11	37	1458357070	36.24	37	37	37	0	37	37	9663106	10410846	10471364	9691800	0	40237116
88	40237116	11	37	1457924352	36.23	37	37	37	0	37	37	9655482	10467489	10534625	9579520	0	40237116
89	40237116	11	37	1457120332	36.21	37	37	37	0	37	37	9661715	10424591	10558289	9592521	0	40237116
90	40237116	11	37	1457074840	36.21	37	37	37	0	37	37	9721287	10408791	10453467	9653571	0	40237116
91	40237116	11	37	1456582602	36.20	37	37	37	0	37	37	9629161	10487711	10545103	9575141	0	40237116
92	40237116	11	37	1456286808	36.19	37	37	37	0	37	37	9701590	10364261	10558238	9613027	0	40237116
93	40237116	11	37	1454975518	36.16	37	37	37	0	37	37	9681510	10394466	10478688	9682452	0	40237116
94	40237116	2	37	1455391969	36.17	37	37	37	0	37	37	9641627	10485310	10518523	9591653	3	40237116
95	40237116	2	37	1454749187	36.15	37	37	37	0	37	37	9687559	10394721	10590967	9563868	1	40237116
96	40237116	11	37	1455071594	36.16	37	37	37	0	37	37	9672022	10448540	10454225	9662329	0	40237116
97	40237116	11	37	1455465776	36.17	37	37	37	0	37	37	9598944	10532286	10564076	9541810	0	40237116
98	40237116	11	37	1454043782	36.14	37	37	37	0	37	37	9672591	10443206	10520353	9600966	0	40237116
99	40237116	11	37	1454121692	36.14	37	37	37	0	37	37	9678978	10417462	10428018	9712658	0	40237116
100	40237116	11	37	1454153504	36.14	37	37	37	0	37	37	9643767	10529065	10510217	9554067	0	40237116
101	40237116	2	37	1453906913	36.13	37	37	37	0	37	37	9708127	10393105	10539565	9596316	3	40237116
102	40237116	2	37	1453875940	36.13	37	37	37	0	37	37	9695388	10443356	10436600	9661768	4	40237116
103	40237116	11	37	1453326346	36.12	37	37	37	0	37	37	9659829	10489151	10494492	9593644	0	40237116
104	40237116	2	37	1453038400	36.11	37	37	37	0	37	37	9688162	10419939	10552524	9576467	24	40237116
105	40237116	2	37	1452665322	36.10	37	37	37	0	37	37	9690302	10441020	10442906	9662760	128	40237116
106	40237116	2	37	1452279466	36.09	37	37	37	0	37	37	9597689	10491092	10569341	9578964	30	40237116
107	40237116	2	37	1452578159	36.10	37	37	37	0	37	37	9675354	10437138	10551654	9572869	101	40237116
108	40237116	2	37	1450203001	36.04	37	37	37	0	37	37	9659317	10460062	10472497	9644823	417	40237116
109	40237116	2	37	1451401834	36.07	37	37	37	0	37	37	9632167	10538285	10540652	9525964	48	40237116
110	40237116	2	37	1452694677	36.10	37	37	37	0	37	37	9702226	10435751	10570353	9528721	65	40237116
111	40237116	2	37	1451914658	36.08	37	37	37	0	37	37	9699476	10461669	10427765	9648170	36	40237116
112	40237116	2	37	1451951428	36.08	37	37	37	0	37	37	9666580	10497297	10491587	9581608	44	40237116
113	40237116	2	37	1451510733	36.07	37	37	37	0	37	37	9669984	10425882	10575975	9565210	65	40237116
114	40237116	2	37	1450958385	36.06	37	37	37	0	37	37	9710560	10431256	10453720	9641507	73	40237116
115	40237116	2	37	1449951886	36.04	37	37	37	0	37	37	9647865	10484672	10572680	9531815	84	40237116
116	40237116	11	37	1449137654	36.01	37	37	37	0	37	37	9702408	10405457	10587286	9541965	0	40237116
117	40237116	2	37	1448268867	35.99	37	37	37	0	37	37	9705067	10435734	10502339	9593969	7	40237116
118	40237116	11	37	1449860884	36.03	37	37	37	0	37	37	9628184	10487999	10563044	9557889	0	40237116
119	40237116	11	37	1449967694	36.04	37	37	37	0	37	37	9709104	10389916	10601398	9536698	0	40237116
120	40237116	11	37	1449525706	36.02	37	37	37	0	37	37	9713493	10378526	10504091	9641006	0	40237116
121	40237116	11	37	1448965040	36.01	37	37	37	0	37	37	9677150	10425624	10607729	9526613	0	40237116
122	40237116	2	37	1448560337	36.00	37	37	37	0	37	37	9743232	10346154	10565454	9582275	1	40237116
123	40237116	11	37	1449232514	36.02	37	37	37	0	37	37	9765477	10390993	10491905	9588741	0	40237116
124	40237116	2	37	1449054451	36.01	37	37	37	0	37	37	9639375	10492981	10575650	9529109	1	40237116
125	40237116	2	37	1448147839	35.99	37	37	37	0	37	37	9686143	10410855	10574177	9565940	1	40237116
126	40237116	11	37	1448509636	36.00	37	37	37	0	37	37	9700853	10396951	10543523	9595789	0	40237116
127	40237116	11	37	1448223596	35.99	37	37	37	0	37	37	9644631	10456220	10592102	9544163	0	40237116
128	40237116	11	37	1446706044	35.95	37	37	37	0	37	37	9723266	10382923	10612155	9518772	0	40237116
129	40237116	11	37	1445452692	35.92	37	37	37	0	37	37	9736911	10388799	10527115	9584291	0	40237116
130	40237116	11	37	1446541848	35.95	37	37	37	0	37	37	9626225	10438715	10603539	9568637	0	40237116
131	40237116	11	37	1446325722	35.95	37	37	37	0	37	37	9661234	10350876	10629614	9595392	0	40237116
132	40237116	11	37	1445910148	35.93	37	37	37	0	37	37	9728514	10343586	10534451	9630565	0	40237116
133	40237116	11	37	1445577736	35.93	37	37	37	0	37	37	9673229	10412718	10586303	9564866	0	40237116
134	40237116	11	37	1445274284	35.92	37	37	37	0	37	37	9753656	10343685	10611638	9528137	0	40237116
135	40237116	2	37	1444778107	35.91	37	37	37	0	37	37	9701217	10388549	10533722	9613627	1	40237116
136	40237116	2	37	1445362197	35.92	37	37	37	0	37	37	9669657	10431159	10633166	9503133	1	40237116
137	40237116	11	37	1443875786	35.88	37	37	37	0	37	37	9701145	10323490	10666859	9545622	0	40237116
138	40237116	2	37	1441088166	35.81	37	37	37	0	37	37	9693630	10344567	10559513	9639404	2	40237116
139	40237116	2	37	1443130667	35.87	37	37	37	0	37	37	9659151	10408810	10605512	9563618	25	40237116
140	40237116	2	37	1442785703	35.86	37	37	37	0	37	37	9694384	10305763	10678336	9558600	33	40237116
141	40237116	2	37	1441006138	35.81	37	37	37	0	37	37	9716293	10303578	10608263	9608952	30	40237116
142	40237116	2	37	1437293250	35.72	37	37	37	0	37	37	9645258	10382787	10674791	9534052	228	40237116
143	40237116	2	37	1439987164	35.79	37	37	37	0	37	37	9723393	10261982	10714807	9536914	20	40237116
144	40237116	2	37	1440265943	35.79	37	37	37	0	37	37	9713501	10338793	10563088	9621719	15	40237116
145	40237116	2	37	1438006448	35.74	37	37	37	0	37	37	9652511	10369157	10695829	9519535	84	40237116
146	40237116	2	37	1439151204	35.77	37	37	37	0	37	37	9684871	10322709	10695160	9534310	66	40237116
147	40237116	2	37	1439432987	35.77	37	37	37	0	37	37	9685333	10330787	10615373	9605602	21	40237116
148	40237116	2	37	1439288348	35.77	37	37	37	0	37	37	9636044	10356071	10737780	9507185	36	40237116
149	40237116	2	37	1436697477	35.71	37	37	37	0	37	37	9683366	10313003	10732866	9507856	25	40237116
150	40237116	2	37	1436038486	35.69	37	37	37	0	37	37	9692183	10287928	10643513	9613490	2	40237116
