##FastQC	0.12.1
>>Basic Statistics	pass
#Measure	Value
Filename	KRAS_siRNA_M3_2.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	42961283
Total Bases	6.4 Gbp
Sequences flagged as poor quality	0
Sequence length	150
%GC	51
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	36.49564616121916	37.0	37.0	37.0	37.0	37.0
2	36.39119057501146	37.0	37.0	37.0	37.0	37.0
3	36.48227835746898	37.0	37.0	37.0	37.0	37.0
4	36.47940586411258	37.0	37.0	37.0	37.0	37.0
5	36.50353358860349	37.0	37.0	37.0	37.0	37.0
6	36.460257925723496	37.0	37.0	37.0	37.0	37.0
7	36.46321267919303	37.0	37.0	37.0	37.0	37.0
8	36.53446716197931	37.0	37.0	37.0	37.0	37.0
9	36.5153859348195	37.0	37.0	37.0	37.0	37.0
10-14	36.51933050975224	37.0	37.0	37.0	37.0	37.0
15-19	36.489590829957294	37.0	37.0	37.0	37.0	37.0
20-24	36.467500772730645	37.0	37.0	37.0	37.0	37.0
25-29	36.43241141099068	37.0	37.0	37.0	37.0	37.0
30-34	36.40390971563862	37.0	37.0	37.0	37.0	37.0
35-39	36.371651484430764	37.0	37.0	37.0	37.0	37.0
40-44	36.34892534750417	37.0	37.0	37.0	37.0	37.0
45-49	36.32388900489774	37.0	37.0	37.0	37.0	37.0
50-54	36.30658141657455	37.0	37.0	37.0	37.0	37.0
55-59	36.282578939739764	37.0	37.0	37.0	37.0	37.0
60-64	36.23863983764172	37.0	37.0	37.0	37.0	37.0
65-69	36.210799328316156	37.0	37.0	37.0	37.0	37.0
70-74	36.17318320311803	37.0	37.0	37.0	37.0	37.0
75-79	36.15489806950133	37.0	37.0	37.0	37.0	37.0
80-84	36.136014625075326	37.0	37.0	37.0	37.0	37.0
85-89	36.12824748739463	37.0	37.0	37.0	37.0	37.0
90-94	36.07420913383802	37.0	37.0	37.0	37.0	37.0
95-99	36.036224234737126	37.0	37.0	37.0	37.0	37.0
100-104	36.00823371126975	37.0	37.0	37.0	37.0	37.0
105-109	35.957268422360656	37.0	37.0	37.0	37.0	37.0
110-114	35.95848643067759	37.0	37.0	37.0	37.0	37.0
115-119	35.8940839453049	37.0	37.0	37.0	37.0	37.0
120-124	35.88595152058191	37.0	37.0	37.0	37.0	37.0
125-129	35.84102842552444	37.0	37.0	37.0	37.0	37.0
130-134	35.80295835671389	37.0	37.0	37.0	37.0	37.0
135-139	35.74561231330078	37.0	37.0	37.0	37.0	37.0
140-144	35.65356811620361	37.0	37.0	37.0	37.0	37.0
145-149	35.611151207937624	37.0	37.0	37.0	37.0	37.0
150	35.54336366071749	37.0	37.0	37.0	37.0	37.0
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
1101	1	-0.09648523452676017
1101	2	-0.08693231870622498
1101	3	-0.13638096575843406
1101	4	-0.08290419752898259
1101	5	-0.09376846641157499
1101	6	-0.08290073799556552
1101	7	-0.14074749210720228
1101	8	-0.08861691243701841
1101	9	-0.13093275326215803
1101	10-14	-0.09014132220711701
1101	15-19	-0.1278524965376846
1101	20-24	-0.12612170730879058
1101	25-29	-0.15106254256331653
1101	30-34	-0.08290871188187054
1101	35-39	-0.12595469199998632
1101	40-44	-0.09538873391405644
1101	45-49	-0.12100759019119067
1101	50-54	-0.14942905147136543
1101	55-59	-0.17486631436151612
1101	60-64	-0.12421500106357541
1101	65-69	-0.11894734092340542
1101	70-74	-0.12369560393588586
1101	75-79	-0.09636955873340014
1101	80-84	-0.1281834034335816
1101	85-89	-0.1277297403697375
1101	90-94	-0.1058093474377344
1101	95-99	-0.09692362781012065
1101	100-104	-0.12780990832374783
1101	105-109	-0.12408474637304323
1101	110-114	-0.12345219410014607
1101	115-119	-0.14247506060497983
1101	120-124	-0.11135925542617997
1101	125-129	-0.08224027517884025
1101	130-134	-0.10199180566984722
1101	135-139	-0.17348885494948973
1101	140-144	-0.10514072444325961
1101	145-149	-0.11140490696445227
1101	150	-0.13083695742964352
1102	1	-0.19839933054446135
1102	2	-0.14712663929550018
1102	3	-0.14353441587141447
1102	4	-0.12774100545228606
1102	5	-0.16841719490281548
1102	6	-0.14357937280804833
1102	7	-0.22922849225052744
1102	8	-0.1641935155495986
1102	9	-0.13686523994624622
1102	10-14	-0.15003070891603443
1102	15-19	-0.21031972252326625
1102	20-24	-0.15667592333962688
1102	25-29	-0.18800199169439935
1102	30-34	-0.1540573198053039
1102	35-39	-0.16160323355290274
1102	40-44	-0.15194513943091437
1102	45-49	-0.1549732930422394
1102	50-54	-0.21190098584691697
1102	55-59	-0.22903461770885514
1102	60-64	-0.19925755334967477
1102	65-69	-0.17342464083111508
1102	70-74	-0.14848580641994147
1102	75-79	-0.1905731199614067
1102	80-84	-0.15722804697310977
1102	85-89	-0.16039191360080451
1102	90-94	-0.13687154878364538
1102	95-99	-0.11757746736029873
1102	100-104	-0.14381406457878398
1102	105-109	-0.17089213829125072
1102	110-114	-0.17405891376019156
1102	115-119	-0.1565555219933188
1102	120-124	-0.18490119047707765
1102	125-129	-0.16348772753548957
1102	130-134	-0.17812195369832295
1102	135-139	-0.18339759813751044
1102	140-144	-0.1628671267612134
1102	145-149	-0.10106764947882141
1102	150	-0.09031586314392115
1103	1	-0.127743384842276
1103	2	-0.11785213878340528
1103	3	-0.09495071438708891
1103	4	-0.07248065009103755
1103	5	-0.10611330855319068
1103	6	-0.06657441487153193
1103	7	-0.09084703177389031
1103	8	-0.09078242465069764
1103	9	-0.1285401868254965
1103	10-14	-0.12191314518387486
1103	15-19	-0.11041653731655998
