column	count	min	max	sum	mean	Q1	med	Q3	IQR	lW	rW	A_Count	C_Count	G_Count	T_Count	N_Count	Max_count
66	45764716	11	37	1662028648	36.32	37	37	37	0	37	37	11125805	11726853	11803975	11108083	0	45764716
67	45764716	11	37	1662070546	36.32	37	37	37	0	37	37	11071758	11819723	11919947	10953288	0	45764716
68	45764716	11	37	1661683058	36.31	37	37	37	0	37	37	11116336	11748946	11905606	10993828	0	45764716
69	45764716	11	37	1661122188	36.30	37	37	37	0	37	37	11162002	11715107	11785115	11102492	0	45764716
70	45764716	11	37	1661336298	36.30	37	37	37	0	37	37	11062002	11843068	11828912	11030734	0	45764716
71	45764716	11	37	1661752148	36.31	37	37	37	0	37	37	11139456	11714283	11882916	11028061	0	45764716
72	45764716	11	37	1661150840	36.30	37	37	37	0	37	37	11161341	11721158	11784277	11097940	0	45764716
73	45764716	11	37	1660710256	36.29	37	37	37	0	37	37	11047745	11788984	11925275	11002712	0	45764716
74	45764716	11	37	1660277962	36.28	37	37	37	0	37	37	11123216	11733765	11889086	11018649	0	45764716
75	45764716	11	37	1660364976	36.28	37	37	37	0	37	37	11126185	11734745	11822861	11080925	0	45764716
76	45764716	11	37	1660109008	36.27	37	37	37	0	37	37	11039289	11781829	11887202	11056396	0	45764716
77	45764716	11	37	1659679218	36.27	37	37	37	0	37	37	11091030	11723457	11940413	11009816	0	45764716
78	45764716	11	37	1659241202	36.26	37	37	37	0	37	37	11100642	11786762	11770691	11106621	0	45764716
79	45764716	11	37	1658682876	36.24	37	37	37	0	37	37	11011266	11811900	11873899	11067651	0	45764716
80	45764716	11	37	1658915628	36.25	37	37	37	0	37	37	11046372	11804165	11904010	11010169	0	45764716
81	45764716	11	37	1658864438	36.25	37	37	37	0	37	37	11125244	11789815	11747619	11102038	0	45764716
82	45764716	11	37	1658286376	36.24	37	37	37	0	37	37	11038876	11844632	11870951	11010257	0	45764716
83	45764716	11	37	1658381882	36.24	37	37	37	0	37	37	11119405	11746282	11888117	11010912	0	45764716
84	45764716	11	37	1657691864	36.22	37	37	37	0	37	37	11157519	11773365	11797501	11036331	0	45764716
85	45764716	11	37	1656038442	36.19	37	37	37	0	37	37	11047663	11786184	11949577	10981292	0	45764716
86	45764716	2	37	1657238788	36.21	37	37	37	0	37	37	11159199	11701006	11945206	10959287	18	45764716
87	45764716	2	37	1658083040	36.23	37	37	37	0	37	37	11118679	11740499	11812909	11092621	8	45764716
88	45764716	11	37	1657342098	36.21	37	37	37	0	37	37	11128474	11803727	11881126	10951389	0	45764716
89	45764716	2	37	1656647120	36.20	37	37	37	0	37	37	11116089	11777808	11908816	10962001	2	45764716
90	45764716	2	37	1655726060	36.18	37	37	37	0	37	37	11146697	11787710	11779132	11051165	12	45764716
91	45764716	2	37	1656573740	36.20	37	37	37	0	37	37	11049122	11861617	11893230	10960743	4	45764716
92	45764716	11	37	1657351950	36.21	37	37	37	0	37	37	11141092	11729223	11890427	11003974	0	45764716
93	45764716	2	37	1656677586	36.20	37	37	37	0	37	37	11098272	11756185	11802031	11108226	2	45764716
94	45764716	11	37	1656208790	36.19	37	37	37	0	37	37	11066573	11845601	11873644	10978898	0	45764716
95	45764716	11	37	1656390338	36.19	37	37	37	0	37	37	11132226	11770414	11923850	10938226	0	45764716
96	45764716	11	37	1656020860	36.19	37	37	37	0	37	37	11118940	11795895	11770868	11079013	0	45764716
97	45764716	11	37	1655640098	36.18	37	37	37	0	37	37	11058159	11891428	11890845	10924284	0	45764716
98	45764716	11	37	1654091032	36.14	37	37	37	0	37	37	11121429	11812883	11842916	10987488	0	45764716
99	45764716	11	37	1654321472	36.15	37	37	37	0	37	37	11113808	11761446	11765679	11123783	0	45764716
100	45764716	11	37	1654690434	36.16	37	37	37	0	37	37	11075835	11906263	11829444	10953174	0	45764716
101	45764716	11	37	1654490604	36.15	37	37	37	0	37	37	11142672	11750074	11875832	10996138	0	45764716
102	45764716	11	37	1654187196	36.15	37	37	37	0	37	37	11145732	11820838	11738988	11059158	0	45764716
103	45764716	11	37	1653726106	36.14	37	37	37	0	37	37	11094035	11884975	11802066	10983640	0	45764716
104	45764716	11	37	1653893434	36.14	37	37	37	0	37	37	11146169	11774432	11883478	10960637	0	45764716
105	45764716	11	37	1653536450	36.13	37	37	37	0	37	37	11128873	11766649	11794967	11074227	0	45764716
106	45764716	11	37	1653386086	36.13	37	37	37	0	37	37	11007217	11869744	11889076	10998679	0	45764716
107	45764716	11	37	1653394196	36.13	37	37	37	0	37	37	11118515	11813474	11846470	10986257	0	45764716
108	45764716	11	37	1653335954	36.13	37	37	37	0	37	37	11085404	11825999	11740883	11112430	0	45764716
109	45764716	11	37	1653264742	36.13	37	37	37	0	37	37	11052335	11918627	11888365	10905389	0	45764716
110	45764716	11	37	1652532052	36.11	37	37	37	0	37	37	11151999	11802072	11916605	10894040	0	45764716
111	45764716	11	37	1651786580	36.09	37	37	37	0	37	37	11135988	11814651	11758034	11056043	0	45764716
112	45764716	11	37	1651583826	36.09	37	37	37	0	37	37	11090336	11892048	11800948	10981384	0	45764716
113	45764716	11	37	1651222034	36.08	37	37	37	0	37	37	11108292	11805327	11906147	10944950	0	45764716
114	45764716	11	37	1650842912	36.07	37	37	37	0	37	37	11137641	11802648	11768274	11056153	0	45764716
115	45764716	11	37	1650868876	36.07	37	37	37	0	37	37	11070209	11864469	11890766	10939272	0	45764716
116	45764716	11	37	1651060426	36.08	37	37	37	0	37	37	11166767	11778684	11902709	10916556	0	45764716
117	45764716	11	37	1650159284	36.06	37	37	37	0	37	37	11158275	11798367	11828746	10979328	0	45764716
118	45764716	11	37	1648657374	36.02	37	37	37	0	37	37	11066891	11857278	11889742	10950805	0	45764716
119	45764716	11	37	1647270008	35.99	37	37	37	0	37	37	11165637	11757879	11928282	10912918	0	45764716
120	45764716	11	37	1648737696	36.03	37	37	37	0	37	37	11150132	11726948	11848723	11038913	0	45764716
121	45764716	2	37	1649494787	36.04	37	37	37	0	37	37	11122436	11783880	11954318	10904081	1	45764716
122	45764716	2	37	1649212978	36.04	37	37	37	0	37	37	11162035	11731411	11911523	10959745	2	45764716
123	45764716	2	37	1647787761	36.01	37	37	37	0	37	37	11218835	11777067	11798906	10969905	3	45764716
124	45764716	2	37	1644796039	35.94	37	37	37	0	37	37	11066767	11895758	11882513	10919269	409	45764716
125	45764716	11	37	1646380482	35.97	37	37	37	0	37	37	11153073	11784161	11873809	10953673	0	45764716
126	45764716	2	37	1648035932	36.01	37	37	37	0	37	37	11146240	11760435	11860154	10997873	14	45764716
127	45764716	2	37	1647686433	36.00	37	37	37	0	37	37	11095623	11823839	11911852	10933385	17	45764716
128	45764716	2	37	1647195349	35.99	37	37	37	0	37	37	11182675	11769568	11907151	10905311	11	45764716
129	45764716	2	37	1647031246	35.99	37	37	37	0	37	37	11209866	11766502	11824695	10963651	2	45764716
130	45764716	2	37	1647476872	36.00	37	37	37	0	37	37	11080029	11836172	11901762	10946733	20	45764716
131	45764716	2	37	1646190916	35.97	37	37	37	0	37	37	11142068	11740890	11927311	10954423	24	45764716
132	45764716	11	37	1643088278	35.90	37	37	37	0	37	37	11192694	11726799	11826562	11018661	0	45764716
133	45764716	11	37	1643195700	35.91	37	37	37	0	37	37	11130956	11833660	11850332	10949768	0	45764716
134	45764716	11	37	1645433418	35.95	37	37	37	0	37	37	11246283	11734556	11888448	10895429	0	45764716
135	45764716	11	37	1644599962	35.94	37	37	37	0	37	37	11183764	11793879	11796147	10990926	0	45764716
136	45764716	11	37	1643828262	35.92	37	37	37	0	37	37	11151315	11846246	11892487	10874668	0	45764716
137	45764716	11	37	1644086916	35.92	37	37	37	0	37	37	11175771	11763701	11912264	10912980	0	45764716
138	45764716	11	37	1643282640	35.91	37	37	37	0	37	37	11164637	11758039	11794695	11047345	0	45764716
139	45764716	11	37	1642482222	35.89	37	37	37	0	37	37	11145619	11813783	11858230	10947084	0	45764716
140	45764716	11	37	1642550094	35.89	37	37	37	0	37	37	11169994	11708533	11939169	10947020	0	45764716
141	45764716	11	37	1641989172	35.88	37	37	37	0	37	37	11175901	11711102	11872234	11005479	0	45764716
142	45764716	11	37	1642174362	35.88	37	37	37	0	37	37	11089721	11826139	11925652	10923204	0	45764716
143	45764716	11	37	1641757738	35.87	37	37	37	0	37	37	11203224	11697998	11963807	10899687	0	45764716
144	45764716	11	37	1641551510	35.87	37	37	37	0	37	37	11188436	11821340	11767428	10987512	0	45764716
145	45764716	11	37	1641129242	35.86	37	37	37	0	37	37	11110021	11839845	11914677	10900173	0	45764716
146	45764716	11	37	1639932928	35.83	37	37	37	0	37	37	11176363	11798610	11903207	10886536	0	45764716
147	45764716	11	37	1638473400	35.80	37	37	37	0	37	37	11180378	11788458	11809290	10986590	0	45764716
148	45764716	2	37	1639510521	35.82	37	37	37	0	37	37	11117694	11828747	11932133	10886141	1	45764716
149	45764716	2	37	1639965731	35.83	37	37	37	0	37	37	11168745	11766962	11943047	10885915	47	45764716
150	45764716	2	37	1637356507	35.78	37	37	37	0	37	37	11189649	11718109	11845732	11010925	301	45764716
